paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta
3941;4400180;Alavudenjärvi;W;Vedenkorkeus;44.051;Jatkuva;03.11.2022;19.12.2025;Etelä-Pohjanmaa
3953;4207302;Kiikun pato, alavesi;W;Vedenkorkeus;42.071;Jatkuva;31.10.2022;19.12.2025;Etelä-Pohjanmaa
3958;3509870;Piilijoki;W;Vedenkorkeus;35.153;Jatkuva;04.04.2023;04.10.2023;Satakunta
3962;0410427;Saarijärvi, Juva;W;Vedenkorkeus;04.163;Jatkuva;09.04.2022;21.07.2025;Etelä-Savo
3967;4802000;Djupsjön;W;Vedenkorkeus;48.004;Jatkuva;09.08.2024;19.12.2025;Pohjanmaa
3974;0912000;Urpalanjoki, Tohmonsilta;W;Vedenkorkeus;09.001;Jatkuva;02.09.1970;19.12.2025;Kymenlaakso
3981;1404850;Kuusjärvi;W;Vedenkorkeus;14.281;Jatkuva;18.03.2014;19.12.2025;Keski-Suomi
3997;2700172;Hovirinnankoski, ylä;W;Vedenkorkeus;27.032;Jatkuva;19.06.2025;19.12.2025;Varsinais-Suomi
3998;2700112;Painionkoski, Painion luusua;W;Vedenkorkeus;27.042;Jatkuva;19.06.2025;19.12.2025;Varsinais-Suomi
4012;3505620;Kuorevesi, Vuohiselkä;W;Vedenkorkeus;35.611;Jatkuva;;;Keski-Suomi
1828;0406500;Maaninkajärvi, Ahkionlahti, ala;W;Vedenkorkeus;04.282;Jatkuva;16.03.1863;19.12.2025;Pohjois-Savo
1830;0406610;Pulkonkoski;W;Vedenkorkeus;04.287;Jatkuva;06.04.1982;19.12.2025;Pohjois-Savo
1831;0406700;Laakajärvi;W;Vedenkorkeus;04.644;Jatkuva;01.01.1960;16.12.2025;Pohjois-Savo
1832;0406800;Kiltuanjärvi;W;Vedenkorkeus;04.642;Jatkuva;01.01.1960;16.12.2025;Pohjois-Savo
1833;0406900;Korpijärvi;W;Vedenkorkeus;04.631;Jatkuva;01.01.1917;16.12.2025;Pohjois-Savo
1834;0406910;Sälevä;W;Vedenkorkeus;04.642;Jatkuva;01.01.1981;16.12.2025;Pohjois-Savo
1835;0407000;Atron voimalaitos, ylä;W;Vedenkorkeus;04.631;Jatkuva;01.01.1957;16.12.2025;Pohjois-Savo
1836;0407200;Syväri, Lastukoski, ylä;W;Vedenkorkeus;04.631;Jatkuva;23.05.1906;16.12.2025;Pohjois-Savo
1839;0407410;Keyritty;W;Vedenkorkeus;04.673;Jatkuva;04.11.1986;19.12.2025;Pohjois-Savo
1841;0407610;Vuotjärvi, Irvinlahti;W;Vedenkorkeus;04.621;Jatkuva;12.06.1931;16.12.2025;Pohjois-Savo
1845;0407640;Paasikoski,Y;W;Vedenkorkeus;04.612;Jatkuva;03.04.1930;16.12.2025;Pohjois-Savo
1846;0407700;Karjalankoski,Ylä,Y;W;Vedenkorkeus;04.612;Jatkuva;01.01.1962;16.12.2025;Pohjois-Savo
1848;0407720;Vehkalahti,Y;W;Vedenkorkeus;04.612;Jatkuva;01.01.1962;16.12.2025;Pohjois-Savo
1849;0407730;Karjalankoski,Ala,Y;W;Vedenkorkeus;04.611;Jatkuva;01.01.1962;16.12.2025;Pohjois-Savo
1851;0407920;Kallavesi, Itkonniemi;W;Vedenkorkeus;04.272;Jatkuva;01.01.1912;19.12.2025;Pohjois-Savo
1853;0407940;Suuri-Pieksä;W;Vedenkorkeus;04.616;Jatkuva;01.01.1982;19.12.2025;Pohjois-Savo
1855;0408000;Kallavesi, Konnus, ylä;W;Vedenkorkeus;04.272;Jatkuva;01.01.1864;19.12.2025;Pohjois-Savo
1856;0408100;Konnuksen kanava, ala;W;Vedenkorkeus;04.271;Jatkuva;01.01.1864;19.12.2025;Pohjois-Savo
1862;0408200;Unnukka, Taipale, ylä;W;Vedenkorkeus;04.271;Jatkuva;01.04.1863;19.12.2025;Pohjois-Savo
1863;0408300;Saarijärvi;W;Vedenkorkeus;04.741;Jatkuva;01.01.1961;19.12.2025;Pohjois-Savo
1865;0408320;Vaikonjoki, Kajoonjärvi;W;Vedenkorkeus;04.761;Jatkuva;01.10.1974;19.12.2025;Pohjois-Karjala
1869;0408520;Juojärvi, Juurikkasalmi;W;Vedenkorkeus;04.711;Jatkuva;01.01.1963;18.12.2025;Pohjois-Karjala
1873;0408700;Varisvesi, Karvio, ylä;W;Vedenkorkeus;04.273;Jatkuva;01.01.1897;19.12.2025;Pohjois-Karjala
1875;0408900;Kermajärvi, Kerma, ylä;W;Vedenkorkeus;04.274;Jatkuva;01.01.1903;19.12.2025;Pohjois-Karjala
1881;0409500;Sorsavesi, Sorsakoski, ylä;W;Vedenkorkeus;04.263;Jatkuva;17.06.1911;16.12.2025;Pohjois-Savo
1884;0409800;Maavesi;W;Vedenkorkeus;04.251;Jatkuva;01.01.1960;16.12.2025;Pohjois-Savo
1886;0409910;Sysmäjärvi;W;Vedenkorkeus;04.251;Jatkuva;01.01.1960;16.12.2025;Pohjois-Savo
1889;0410200;Haukivesi, Oravi;W;Vedenkorkeus;04.211;Jatkuva;01.01.1885;19.12.2025;Etelä-Savo
1891;0410400;Kuhakoski;W;Vedenkorkeus;04.172;Jatkuva;08.07.1916;19.12.2025;Etelä-Savo
1892;0410410;Kuolimo;W;Vedenkorkeus;04.141;Jatkuva;16.10.1931;19.12.2025;Etelä-Karjala
1894;0410510;Pihlajavesi, Savonlinna, ala;W;Vedenkorkeus;04.121;Jatkuva;01.01.1912;19.12.2025;Etelä-Savo
1895;0410600;Suurijärvi;W;Vedenkorkeus;04.124;Jatkuva;08.06.1982;19.12.2025;Etelä-Savo
1898;0411010;Saimaa, Ristiina;W;Vedenkorkeus;04.112;Jatkuva;26.05.1987;19.12.2025;Etelä-Savo
1900;0411200;Saimaa, Lauritsala;W;Vedenkorkeus;04.112;Jatkuva;01.01.1847;19.12.2025;Etelä-Karjala
1913;1100500;Salmen silta;W;Vedenkorkeus;11.002;Jatkuva;01.03.1966;19.12.2025;Kymenlaakso
1914;1400100;Muurasjärvi;W;Vedenkorkeus;14.482;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1916;1400300;Saanijärvi;W;Vedenkorkeus;14.491;Jatkuva;26.07.1909;19.12.2025;Keski-Suomi
1920;1400500;Kolima, etelä;W;Vedenkorkeus;14.472;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1921;1400520;Kärnäjärvi;W;Vedenkorkeus;14.471;Jatkuva;01.01.1940;19.12.2025;Keski-Suomi
1926;1400840;Pudasjärvi;W;Vedenkorkeus;14.442;Jatkuva;01.03.1940;19.12.2025;Keski-Suomi
1927;1400850;Kivijärvi, Huhmarlahti;W;Vedenkorkeus;14.443;Jatkuva;01.01.1958;19.12.2025;Keski-Suomi
1928;1400900;Vuosjärvi;W;Vedenkorkeus;14.441;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1930;1401000;Muuruejärvi;W;Vedenkorkeus;14.432;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1931;1401100;Keitele, Viitasaari;W;Vedenkorkeus;14.421;Jatkuva;01.01.1886;19.12.2025;Keski-Suomi
1936;1401410;Kyyjärvi;W;Vedenkorkeus;14.643;Jatkuva;01.01.1999;16.10.2025;Keski-Suomi
1938;1401500;Pääjärvi;W;Vedenkorkeus;14.631;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1939;1401600;Karankajärvi;W;Vedenkorkeus;14.661;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1940;1401700;Kalmarinjärvi;W;Vedenkorkeus;14.623;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1941;1401800;Saarijärvi;W;Vedenkorkeus;14.614;Jatkuva;28.08.1909;19.12.2025;Keski-Suomi
1943;1401900;Summasjärvi;W;Vedenkorkeus;14.613;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1944;1401912;Lannevesi;W;Vedenkorkeus;14.651;Jatkuva;30.03.1962;19.12.2025;Keski-Suomi
1945;1402000;Pyhäjärvi, Parantala;W;Vedenkorkeus;14.681;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1949;1402130;Kiimasjärvi;W;Vedenkorkeus;14.612;Jatkuva;01.01.1967;19.12.2025;Keski-Suomi
1951;1402210;Äänekoski, ala;W;Vedenkorkeus;14.332;Jatkuva;01.01.1900;30.11.2025;Keski-Suomi
1952;1402300;Vatianjärvi;W;Vedenkorkeus;14.331;Jatkuva;23.07.1908;19.12.2025;Keski-Suomi
1955;1402400;Saraavesi, Kuusaa;W;Vedenkorkeus;14.321;Jatkuva;01.01.1909;19.12.2025;Keski-Suomi
1956;1402500;Koivujärvi;W;Vedenkorkeus;14.753;Jatkuva;01.01.1910;19.12.2025;Pohjois-Savo
1961;1402710;Pielavesi, Säviä;W;Vedenkorkeus;14.741;Jatkuva;01.01.1934;19.12.2025;Pohjois-Savo
1966;1403300;Iisvesi;W;Vedenkorkeus;14.722;Jatkuva;07.07.1909;19.12.2025;Pohjois-Savo
1967;1403310;Niinivesi, Kerkonkoski, ala;W;Vedenkorkeus;14.721;Jatkuva;01.01.1928;30.12.2020;Pohjois-Savo
1968;1403400;Suonenjoki;W;Vedenkorkeus;14.782;Jatkuva;05.07.1909;19.12.2025;Pohjois-Savo
1971;1403430;Kiesimä, Kerkonkoski, ylä;W;Vedenkorkeus;14.761;Jatkuva;01.06.1927;31.12.2022;Pohjois-Savo
1974;1403600;Hankavesi;W;Vedenkorkeus;14.712;Jatkuva;03.07.1909;19.12.2025;Pohjois-Savo
1979;1403900;Konnevesi, etelä;W;Vedenkorkeus;14.711;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1982;1404100;Kynsivesi;W;Vedenkorkeus;14.352;Jatkuva;19.06.1909;19.12.2025;Keski-Suomi
1984;1404120;Leivonvesi, Simuna;W;Vedenkorkeus;14.352;Jatkuva;01.03.1974;19.12.2025;Keski-Suomi
1985;1404210;Kuuhankavesi, Hankasalmi;W;Vedenkorkeus;14.371;Jatkuva;01.01.1910;19.12.2025;Keski-Suomi
1987;1404230;Armisvesi;W;Vedenkorkeus;14.373;Jatkuva;04.01.1974;19.12.2025;Keski-Suomi
1991;1404310;Kuusvesi, Simuna;W;Vedenkorkeus;14.351;Jatkuva;01.01.1951;19.12.2025;Keski-Suomi
3893;4700565;Björkfors, Alavesi;W;Vedenkorkeus;47.013;Jatkuva;03.03.2021;19.12.2025;Pohjanmaa
3894;4700600;Långfors, Ylävesi;W;Vedenkorkeus;47.012;Jatkuva;04.03.2021;19.12.2025;Pohjanmaa
3949;1405370;Arvajankosken ylävesi, Lehmijärvi;W;Vedenkorkeus;14.261;Jatkuva;24.10.2022;14.12.2025;Keski-Suomi
3341;8400200;Vörå å;W;Vedenkorkeus;84.009;Jatkuva;12.11.2005;19.12.2025;Pohjanmaa
3348;0100331;Ylinen;W;Vedenkorkeus;01.034;Jatkuva;01.01.1986;03.11.2025;Pohjois-Karjala
3358;2300402;Olkkalanjoki;W;Vedenkorkeus;23.091;Jatkuva;24.03.2006;18.12.2025;Uusimaa
3359;0404801;Pitkälampi;W;Vedenkorkeus;04.333;Jatkuva;01.01.1986;14.10.2025;Pohjois-Karjala
3360;0404811;Höytiäinen, Sorpanniemi;W;Vedenkorkeus;04.821;Jatkuva;01.01.1992;18.12.2025;Pohjois-Karjala
3361;6503810;Ounaskoski ylä;W;Vedenkorkeus;65.211;Jatkuva;17.04.2001;19.12.2025;Lappi
3362;6503110;Ounasjoki, Ketomella;W;Vedenkorkeus;65.623;Jatkuva;17.10.2006;19.12.2025;Lappi
3365;0406810;Haapajärvi;W;Vedenkorkeus;04.642;Jatkuva;08.01.2008;16.12.2025;Pohjois-Savo
3366;5904400;Sanginjoki;W;Vedenkorkeus;59.141;Jatkuva;02.06.2008;19.12.2025;Pohjois-Pohjanmaa
3367;3507800;Aurejärvi;W;Vedenkorkeus;35.573;Jatkuva;01.07.1995;19.12.2025;Pirkanmaa
3383;4900220;Halsuanjärvi;W;Vedenkorkeus;49.032;Jatkuva;14.10.2004;19.12.2025;Keski-Pohjanmaa
3384;3505400;Pohjoisjärvi;W;Vedenkorkeus;35.681;Jatkuva;25.09.2013;19.12.2025;Keski-Suomi
3385;5300201;Jämsänkosken ylävesi;W;Vedenkorkeus;53.081;Jatkuva;13.08.2007;19.12.2025;Pohjois-Pohjanmaa
3386;5300221;Hinkuan alavesi;W;Vedenkorkeus;53.081;Jatkuva;13.08.2007;19.12.2025;Pohjois-Pohjanmaa
3387;2400302;Kiskon Kirkkojärvi;W;Vedenkorkeus;24.021;Jatkuva;22.11.2005;19.12.2025;Varsinais-Suomi
3389;6503212;Ounasjoki Hossa;W;Vedenkorkeus;65.611;Jatkuva;12.09.2007;19.12.2025;Lappi
3391;6503230;Ounasjoki Särestö ylä;W;Vedenkorkeus;65.541;Jatkuva;13.09.2007;19.12.2025;Lappi
3392;6503221;Seurujoki talvitienmukka;W;Vedenkorkeus;65.697;Jatkuva;09.09.2007;19.12.2025;Lappi
3393;6503211;Ounasjoki Taalo;W;Vedenkorkeus;65.543;Jatkuva;11.09.2007;10.12.2024;Lappi
3407;3501112;Kuohijärvi C;W;Vedenkorkeus;35.782;Jatkuva;15.09.1910;18.12.2025;Kanta-Häme
3424;3507702;Käenkoski, ylä;W;Vedenkorkeus;35.533;Jatkuva;04.09.2008;19.12.2025;Pirkanmaa
3425;3507701;Käenkoski,ala;W;Vedenkorkeus;35.533;Jatkuva;04.09.2008;19.12.2025;Pirkanmaa
3426;3504001;Metterinjärvi;W;Vedenkorkeus;35.422;Jatkuva;04.09.2008;19.12.2025;Pirkanmaa
3427;3504101;Soininkoski, ylä;W;Vedenkorkeus;35.421;Jatkuva;04.09.2008;19.12.2025;Pirkanmaa
3435;3509115;Heinijärvi;W;Vedenkorkeus;35.973;Jatkuva;11.03.2009;18.12.2025;Kanta-Häme
3439;0404520;Pielisjoki, Jynkän vedenottamo;W;Vedenkorkeus;04.331;Jatkuva;05.12.2009;18.12.2025;Pohjois-Karjala
3465;0403032;Ruhtoma;W;Vedenkorkeus;04.284;Jatkuva;14.11.2009;13.07.2025;Pohjois-Savo
3468;2406000;Mellerinkoski;W;Vedenkorkeus;24.062;Jatkuva;25.08.2009;19.12.2025;Varsinais-Suomi
3469;0406260;Nerohvirta ylä W;W;Vedenkorkeus;04.52;Jatkuva;15.01.2021;19.12.2025;Pohjois-Savo
3486;3909900;Västerfjärden;W;Vedenkorkeus;39.001;Jatkuva;09.09.2010;15.11.2025;Pohjanmaa
3490;4400119;Ponnenjärvi;W;Vedenkorkeus;44.08;Jatkuva;01.01.2000;19.12.2025;Etelä-Pohjanmaa
3492;3501925;Vuolteenkoski, Ylä;W;Vedenkorkeus;35.822;Jatkuva;12.01.1938;19.12.2025;Kanta-Häme
3500;2100215;Vantaanjoki, Peltosaari;W;Vedenkorkeus;21.023;Jatkuva;08.11.2011;19.12.2025;Kanta-Häme
3502;0101300;Loitimo, Oskolankoski;W;Vedenkorkeus;01.021;Jatkuva;02.12.2011;07.06.2021;Pohjois-Karjala
3503;4600110;Purmojärvi;W;Vedenkorkeus;46.041;Jatkuva;22.11.2011;19.12.2025;Etelä-Pohjanmaa
3505;3504965;Kortessalmi;W;Vedenkorkeus;35.481;Jatkuva;11.06.2010;11.10.2017;Pirkanmaa
3506;3504975;Naurissalmi;W;Vedenkorkeus;35.411;Jatkuva;11.06.2010;23.07.2018;Pirkanmaa
3509;1405910;Nuoramoisjärvi;W;Vedenkorkeus;14.811;Jatkuva;01.01.1910;19.12.2025;Päijät-Häme
3510;3509230;Ypäjä, Loimijoki;W;Vedenkorkeus;35.92;Jatkuva;28.08.2012;19.12.2025;Kanta-Häme
3519;3509600;Punkalaitumenjoki;W;Vedenkorkeus;35.941;Jatkuva;10.10.2012;19.12.2025;Pirkanmaa
3522;1406923;Salajärvi;W;Vedenkorkeus;14.162;Jatkuva;14.04.2013;19.12.2025;Päijät-Häme
3528;8102850;Espoonjoki, moottoritien silta;W;Vedenkorkeus;81.055;Jatkuva;06.02.2013;19.12.2025;Uusimaa
3529;1403215;Keihäsjärvi, alaosa;W;Vedenkorkeus;14.725;Jatkuva;01.02.1992;24.11.1995;Pohjois-Savo
3530;1403216;Keihäsjärvi, yläosa;W;Vedenkorkeus;14.725;Jatkuva;02.02.1992;28.06.2022;Pohjois-Savo
3531;4200900;Hiirikoski;W;Vedenkorkeus;42.016;Jatkuva;01.01.2015;31.10.2022;Pohjanmaa
3534;4400121;Rantatöysänjärvi;W;Vedenkorkeus;44.071;Jatkuva;15.08.2012;19.12.2025;Etelä-Pohjanmaa
3535;4409110;Hourunkoski;W;Vedenkorkeus;44.031;Jatkuva;01.08.1999;19.12.2025;Etelä-Pohjanmaa
3537;4403200;Mäkelänkoski;W;Vedenkorkeus;44.033;Jatkuva;24.03.2013;19.12.2025;Etelä-Pohjanmaa
3539;3543100;Ryötönkoski;W;Vedenkorkeus;35.431;Jatkuva;24.03.2013;19.12.2025;Etelä-Pohjanmaa
3541;3542400;Vääräkoski;W;Vedenkorkeus;35.424;Jatkuva;24.03.2013;19.12.2025;Etelä-Pohjanmaa
3546;0606150;Telkjärvi;W;Vedenkorkeus;06.011;Jatkuva;12.11.2013;19.12.2025;Etelä-Karjala
3548;3503200;Kortejärvi;W;Vedenkorkeus;35.286;Jatkuva;10.01.2014;19.12.2025;Pirkanmaa
3550;4200432;Liikapuron tekojärvi pato;W;Vedenkorkeus;42.078;Jatkuva;17.04.2013;19.12.2025;Etelä-Pohjanmaa
3552;4200290;Jalasjoki, Jalasjärvi;W;Vedenkorkeus;42.043;Jatkuva;12.02.2014;19.12.2025;Etelä-Pohjanmaa
3556;3700600;Lapväärtinjoki Vt8;W;Vedenkorkeus;37.01;Jatkuva;27.05.2014;19.12.2025;Pohjanmaa
3557;8103700;Åminneforsin voimalaitoksen pato;W;Vedenkorkeus;81V078;Jatkuva;31.05.2014;19.12.2025;Uusimaa
3561;3509161;Kuivajärvi;W;Vedenkorkeus;35.973;Jatkuva;25.09.2014;14.11.2025;Kanta-Häme
3562;3509162;Kyynäräjärvi;W;Vedenkorkeus;35.973;Jatkuva;24.09.2014;22.11.2025;Kanta-Häme
3563;3509163;Saloistenjärvi;W;Vedenkorkeus;35.973;Jatkuva;25.09.2014;19.12.2025;Kanta-Häme
3569;3700200;Isojoki, Dagsmark;W;Vedenkorkeus;37.03;Jatkuva;27.09.2014;19.12.2025;Pohjanmaa
3570;4400230;Hipin allas, Kirkkosilta;W;Vedenkorkeus;44.091;Jatkuva;01.01.2013;19.12.2025;Etelä-Pohjanmaa
3573;4701100;Kuninkaanjoki;W;Vedenkorkeus;47.052;Jatkuva;11.12.2014;19.12.2025;Etelä-Pohjanmaa
3577;5300650;Hamari;W;Vedenkorkeus;53.031;Jatkuva;03.03.2015;19.12.2025;Pohjois-Pohjanmaa
3579;3900150;Jurva, Tainuskylä;W;Vedenkorkeus;39.005;Jatkuva;25.03.2015;19.12.2025;Etelä-Pohjanmaa
3591;3510800;Forssa, Loimijoki W;W;Vedenkorkeus;35.923;Jatkuva;19.08.2015;19.12.2025;Kanta-Häme
3594;0407991;Vaahtovankoski;W;Vedenkorkeus;04.273;Jatkuva;05.04.2015;26.12.2015;Pohjois-Savo
3596;3900910;Finby;W;Vedenkorkeus;39.001;Jatkuva;20.10.2015;19.12.2025;Pohjanmaa
3598;0601000;Rakkolanjoki, Vormuinmäki;W;Vedenkorkeus;06.021;Jatkuva;10.11.2015;19.12.2025;Etelä-Karjala
3599;5400160;Pyhäjärvi - luusua;W;Vedenkorkeus;54.051;Jatkuva;07.12.2015;19.12.2025;Pohjois-Pohjanmaa
3600;0409760;Liuna, ylävesi;W;Vedenkorkeus;04.251;Jatkuva;26.01.2016;16.12.2025;Pohjois-Savo
3601;0409770;Liuna, alavesi;W;Vedenkorkeus;04.251;Jatkuva;26.01.2016;16.12.2025;Pohjois-Savo
3603;0409750;Jokijärvi, Joroinen;W;Vedenkorkeus;04.251;Jatkuva;26.01.2016;16.12.2025;Pohjois-Savo
3606;4200451;Kärjenkosken pato;W;Vedenkorkeus;42.073;Jatkuva;24.03.2016;19.12.2025;Etelä-Pohjanmaa
3615;0411440;Vuoksi, Tainionkoski, ylävesi;W;Vedenkorkeus;04.111;Jatkuva;14.06.2016;18.12.2025;Etelä-Karjala
3616;0411530;Vuoksi, Tainionkoski, alavesi;W;Vedenkorkeus;04.111;Jatkuva;14.06.2016;18.12.2025;Etelä-Karjala
3617;0411600;Vuoksi, Imatran vl. ylävesi;W;Vedenkorkeus;04.111;Jatkuva;14.06.2016;18.12.2025;Etelä-Karjala
3618;0411730;Vuoksi, Imatran vl. alavesi;W;Vedenkorkeus;04.191;Jatkuva;14.06.2016;18.12.2025;Etelä-Karjala
3668;4209030;Kauhajoki, Lellava;W;Vedenkorkeus;42.096;Jatkuva;17.04.1984;19.12.2025;Etelä-Pohjanmaa
3669;4203300;Kurikka kk;W;Vedenkorkeus;42.033;Jatkuva;02.01.2017;19.12.2025;Etelä-Pohjanmaa
3672;7100600;Juutuajoki Inari kvl yläp;W;Vedenkorkeus;71.211;Jatkuva;20.01.2017;19.12.2025;Lappi
3675;2801200;Savojärvi;W;Vedenkorkeus;28.005;Jatkuva;11.03.2017;19.12.2025;Varsinais-Suomi
3676;2700355;Paimionjoki, Juntolan yläpuoli;W;Vedenkorkeus;27.02;Jatkuva;09.03.2017;19.12.2025;Varsinais-Suomi
3677;2801000;Paattistenjoki mittapato;W;Vedenkorkeus;28.004;Jatkuva;11.03.2017;19.12.2025;Varsinais-Suomi
3679;0600200;Kalliokoskenoja;W;Vedenkorkeus;06.022;Jatkuva;24.02.2017;19.12.2025;Etelä-Karjala
3680;0600800;Haapajärvi;W;Vedenkorkeus;06.022;Jatkuva;24.02.2017;19.12.2025;Etelä-Karjala
3684;3502314;Katiskoski;W;Vedenkorkeus;35.892;Jatkuva;31.05.2017;18.12.2025;Kanta-Häme
3685;3502316;Suojärvi;W;Vedenkorkeus;35.891;Jatkuva;31.05.2017;18.12.2025;Kanta-Häme
3687;3509850;Kauvatsanjoki, Ahvenuksen silta;W;Vedenkorkeus;35.15;Jatkuva;02.08.1997;19.12.2025;Satakunta
3688;3594000;Punkalaitumenjoki Huittinen;W;Vedenkorkeus;35.941;Jatkuva;03.04.2015;19.12.2025;Satakunta
3689;2400000;Perniönjoki Pohjankoski;W;Vedenkorkeus;24.042;Jatkuva;23.04.2015;19.12.2025;Varsinais-Suomi
3691;3402200;Euran keskusta;W;Vedenkorkeus;34.022;Jatkuva;10.02.2009;19.12.2025;Satakunta
3692;3500003;Luotsinmäki;W;Vedenkorkeus;35.11;Jatkuva;09.04.2015;19.12.2025;Satakunta
3693;3511100;Launainen;W;Vedenkorkeus;35.11;Jatkuva;01.06.2007;19.12.2025;Satakunta
3694;3514200;Harjunpäänjoki, Äijän myllypato;W;Vedenkorkeus;35.143;Jatkuva;01.01.2000;19.12.2025;Satakunta
3695;3613001;Poosjärvi;W;Vedenkorkeus;36.013;Jatkuva;01.01.1966;19.12.2025;Satakunta
3696;3601100;Merikarvia_keskusta;W;Vedenkorkeus;36.011;Jatkuva;20.11.2008;19.12.2025;Satakunta
3697;0411650;Vuoksi, Imatra, padon yläpuoli;W;Vedenkorkeus;04.111;Jatkuva;24.05.2017;18.12.2025;Etelä-Karjala
3702;3700100;Villamo;W;Vedenkorkeus;37.031;Jatkuva;08.11.2017;19.12.2025;Etelä-Pohjanmaa
3720;4200570;Kyrönjoki Malkakoski;W;Vedenkorkeus;42.03;Jatkuva;29.10.2009;19.12.2025;Etelä-Pohjanmaa
3724;0410700;Puruvesi, Kerimäki;W;Vedenkorkeus;04.181;Jatkuva;31.10.2017;19.12.2025;Etelä-Savo
3729;0401313;Valtimojärvi;W;Vedenkorkeus;04.469;Jatkuva;06.07.2021;18.12.2025;Pohjois-Karjala
3730;0407950;Ylä-Pieksä;W;Vedenkorkeus;04.617;Jatkuva;19.05.2018;19.12.2025;Pohjois-Savo
3737;0900400;Lastenlampi;W;Vedenkorkeus;09.002;Jatkuva;17.08.2018;19.12.2025;Etelä-Karjala
3739;2700250;Juvan voimala, ylävesi;W;Vedenkorkeus;27.021;Jatkuva;;;Varsinais-Suomi
3740;2700350;Juntolan voimala, ylävesi;W;Vedenkorkeus;27.013;Jatkuva;;;Varsinais-Suomi
3742;4600500;Kerttuanjärvi;W;Vedenkorkeus;46.061;Jatkuva;01.01.1985;19.12.2025;Etelä-Pohjanmaa
3744;3510500;Kojo_VT11;W;Vedenkorkeus;35.111;Jatkuva;07.09.2018;19.12.2025;Satakunta
3747;3542300;Vääräkoski alavesi;W;Vedenkorkeus;35.424;Jatkuva;12.09.2018;19.12.2025;Etelä-Pohjanmaa
3750;3900300;Säläisjärvi;W;Vedenkorkeus;39.003;Jatkuva;19.12.2018;19.12.2025;Etelä-Pohjanmaa
3773;3503335;Herralanvirran säännöstelypato;W;Vedenkorkeus;35.221;Jatkuva;;;Pirkanmaa
3774;5100900;Lestijoki;W;Vedenkorkeus;51.01;Jatkuva;21.02.2019;19.12.2025;Pohjois-Pohjanmaa
3777;1400870;Kivijärvi, Lokalahti;W;Vedenkorkeus;14.443;Jatkuva;17.12.2015;19.12.2025;Keski-Suomi
3778;3509119;Vähä-Ilmetty;W;Vedenkorkeus;35.984;Jatkuva;27.08.2019;17.12.2025;Kanta-Häme
3839;8312700;Långträsket, Iskmo;W;Vedenkorkeus;83V127;Jatkuva;24.03.2020;07.12.2022;Pohjanmaa
3862;0408080;Konnus, tulvakanava, ylä;W;Vedenkorkeus;04.272;Jatkuva;14.01.2021;19.12.2025;Pohjois-Savo
3929;3606100;Kodesjärvi, laskujoki;W;Vedenkorkeus;36.034;Jatkuva;31.05.2022;19.12.2025;Etelä-Pohjanmaa
3930;2406201;Kaunistonkoski y;W;Vedenkorkeus;24.062;Jatkuva;01.06.2022;15.12.2025;Varsinais-Suomi
3896;4700650;Herrfors, Ylävesi;W;Vedenkorkeus;47.012;Jatkuva;04.03.2021;19.12.2025;Pohjanmaa
3898;4700700;Finnholm, Ylävesi;W;Vedenkorkeus;47.013;Jatkuva;03.03.2021;19.12.2025;Pohjanmaa
3950;4207100;Rengon pato, yläveden pinta;W;Vedenkorkeus;42.072;Jatkuva;20.07.2006;19.12.2025;Etelä-Pohjanmaa
4003;8204701;Raisionjoki, Huhko;W;Vedenkorkeus;82.047;Jatkuva;20.08.2025;19.12.2025;Varsinais-Suomi
1992;1404392;Lankajärvi;W;Vedenkorkeus;14.356;Lopetettu;01.01.1970;31.12.1978;Keski-Suomi
1994;1404410;Saraavesi, Kuhankoski;W;Vedenkorkeus;14.321;Lopetettu;01.01.1910;31.12.1948;Keski-Suomi
1995;1404500;Leppävesi, Kaunisharju;W;Vedenkorkeus;14.311;Lopetettu;01.01.1910;31.12.1920;Keski-Suomi
1999;1404700;Jyväsjärvi;W;Vedenkorkeus;14.231;Lopetettu;01.01.1909;31.12.1956;Keski-Suomi
2005;1405100;Salosvesi;W;Vedenkorkeus;14.523;Lopetettu;18.09.1909;31.12.1991;Keski-Suomi
2006;1405200;Kankarisvesi;W;Vedenkorkeus;14.512;Lopetettu;01.01.1910;31.12.1965;Keski-Suomi
2008;1405220;Jämsänkoski, ala;W;Vedenkorkeus;14.512;Lopetettu;01.01.1923;31.08.1925;Keski-Suomi
2013;1405400;Lummene;W;Vedenkorkeus;14.254;Lopetettu;27.09.1909;31.12.1995;Pirkanmaa
2017;1405600;Jääsjärvi, Joutsa;W;Vedenkorkeus;14.831;Lopetettu;13.10.1909;30.06.1992;Keski-Suomi
