paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta
2676;4600100;Purmojärvi;W;Vedenkorkeus;46.041;Lopetettu;05.02.1983;21.12.1998;Etelä-Pohjanmaa
2695;4400130;Kauhajärvi;W;Vedenkorkeus;44.063;Lopetettu;24.04.1961;29.12.1974;Etelä-Pohjanmaa
2698;4400111;Rantatöysänjärvi, mt.silta;W;Vedenkorkeus;44.071;Lopetettu;01.03.1963;31.12.2005;Etelä-Pohjanmaa
2717;4900210;Halsuanjoki, Lehtomaan silta;W;Vedenkorkeus;49.032;Lopetettu;01.01.1989;30.09.1996;Keski-Pohjanmaa
2738;4200412;Seinäjoki, Seinäjoen pato;W;Vedenkorkeus;42.071;Lopetettu;05.09.2002;17.10.2015;Etelä-Pohjanmaa
2765;0101100;Jänisjoki, Saario, ylä;W;Vedenkorkeus;01.012;Lopetettu;01.01.1965;31.08.2007;Pohjois-Karjala
2767;0101000;Jänisjoki, Vihtakoski, ylä;W;Vedenkorkeus;01.013;Lopetettu;01.01.1965;31.08.2007;Pohjois-Karjala
2770;0100300;Konnunniemenkoski y;W;Vedenkorkeus;01.031;Lopetettu;01.06.1977;06.11.1998;Pohjois-Karjala
2790;0405111;Täitimenjärvi;W;Vedenkorkeus;04.318;Lopetettu;11.04.1939;25.07.2012;Pohjois-Karjala
2792;0404510;Jukajärvi;W;Vedenkorkeus;04.337;Lopetettu;05.04.1948;31.05.2005;Pohjois-Karjala
2797;0404990;Suu-Särki;W;Vedenkorkeus;04.353;Lopetettu;16.12.1957;22.12.2005;Pohjois-Karjala
2798;0404991;Kaitalampi;W;Vedenkorkeus;04.353;Lopetettu;16.12.1957;22.12.2005;Pohjois-Karjala
2799;0408530;Särkiselkä;W;Vedenkorkeus;04.726;Lopetettu;04.01.1999;22.12.2005;Pohjois-Karjala
2805;0405115;Särkijärvi;W;Vedenkorkeus;04.376;Lopetettu;23.04.1969;16.06.2004;Pohjois-Karjala
2817;0401130;Saramojoki, Louhikoski;W;Vedenkorkeus;04.473;Lopetettu;01.04.2003;31.08.2021;Pohjois-Karjala
2820;0401520;Viekijärvi;W;Vedenkorkeus;04.482;Lopetettu;01.02.1991;18.08.2004;Pohjois-Karjala
2822;0408540;Kolmikanta;W;Vedenkorkeus;04.726;Lopetettu;30.12.1957;29.12.1993;Pohjois-Karjala
1723;0101410;Sääperi;W;Vedenkorkeus;01.011;Lopetettu;06.01.1980;31.12.1993;Pohjois-Karjala
1726;0300200;Iso-Kivijärvi;W;Vedenkorkeus;03.021;Lopetettu;01.01.1913;31.12.1939;Etelä-Karjala
1727;0300300;Pieni-Kivijärvi;W;Vedenkorkeus;03.021;Lopetettu;01.01.1914;31.12.1934;Etelä-Karjala
1728;0300400;Kokkolanjoki;W;Vedenkorkeus;03.011;Lopetettu;27.06.1931;31.08.1944;Etelä-Karjala
1729;0400400;Lieksanjoki, Kokkojärvi;W;Vedenkorkeus;04.492;Lopetettu;01.01.1969;31.05.1992;Pohjois-Karjala
1730;0400500;Jongunjoki, Kattilalampi;W;Vedenkorkeus;04.431;Lopetettu;01.01.1917;30.06.1963;Pohjois-Karjala
1731;0400510;Jongunjoki, Viitakoski;W;Vedenkorkeus;04.432;Lopetettu;15.11.1963;31.12.1972;Pohjois-Karjala
1734;0400620;Lieksanjoki, Pankakoski, Niska;W;Vedenkorkeus;04.423;Lopetettu;01.01.1952;31.10.2015;Pohjois-Karjala
1736;0400650;Lieksanjoki, Pankakoski, ylä;W;Vedenkorkeus;04.423;Lopetettu;01.01.1971;31.12.1995;Pohjois-Karjala
1737;0400700;Pankajärvi, Petronkoski;W;Vedenkorkeus;04.423;Lopetettu;28.09.1911;31.12.1952;Pohjois-Karjala
1738;0400710;Lieksanjoki, Pankakoski, ala;W;Vedenkorkeus;04.423;Lopetettu;19.03.1945;31.12.1995;Pohjois-Karjala
1740;0400750;Lieksanjoki, Lieksankoski, ylä;W;Vedenkorkeus;04.422;Lopetettu;01.01.1971;31.12.1995;Pohjois-Karjala
1741;0400800;Lieksanjoki, Höpöttäjänvirta;W;Vedenkorkeus;04.421;Lopetettu;01.01.1905;13.04.1961;Pohjois-Karjala
1743;0400900;Viekijoki;W;Vedenkorkeus;04.483;Lopetettu;01.01.1917;31.12.1919;Pohjois-Karjala
1744;0401100;Saramojoki, Roukkajankoski;W;Vedenkorkeus;04.472;Lopetettu;01.01.1917;25.09.1973;Pohjois-Karjala
1746;0401200;Saramojoki, Ylikylä;W;Vedenkorkeus;04.471;Lopetettu;01.01.1945;31.12.1950;Pohjois-Karjala
1747;0401300;Valtimonjoki, Kuokkastenkoski;W;Vedenkorkeus;04.461;Lopetettu;01.01.1944;07.03.1962;Pohjois-Karjala
1750;0401510;Pielinen, Lieksa;W;Vedenkorkeus;04.411;Lopetettu;01.01.1912;30.06.1992;Pohjois-Karjala
1751;0401600;Pielinen, Ahvenisenvirta, ylä;W;Vedenkorkeus;04.411;Lopetettu;17.08.1904;31.12.1925;Pohjois-Karjala
1752;0401700;Pielinen, Ahvenisenvirta, ala;W;Vedenkorkeus;04.411;Lopetettu;17.08.1904;31.12.1925;Pohjois-Karjala
1754;0401800;Pielisjoki, Uimasalmi;W;Vedenkorkeus;04.342;Lopetettu;01.01.1940;31.05.1992;Pohjois-Karjala
1756;0402100;Koitajoki, Möhkönkoski;W;Vedenkorkeus;04.922;Lopetettu;01.01.1962;31.12.1965;Pohjois-Karjala
1762;0402400;Koitajoki, Lylykoski;W;Vedenkorkeus;04.912;Lopetettu;01.01.1906;31.08.1958;Pohjois-Karjala
1763;0402410;Koitajoki, Lylykoski;W;Vedenkorkeus;04.921;Lopetettu;01.09.1958;31.10.1976;Pohjois-Karjala
1765;0402500;Koitajoki, Niemiskoski;W;Vedenkorkeus;04.913;Lopetettu;01.01.1954;27.04.1955;Pohjois-Karjala
1768;0402700;Koitere, Kohtavaara;W;Vedenkorkeus;04.941;Lopetettu;01.01.1912;31.12.1970;Pohjois-Karjala
1769;0402710;Pirttikoski,Ylä;W;Vedenkorkeus;04.941;Lopetettu;01.01.1939;31.12.1969;Pohjois-Karjala
1772;0402800;Koitajoki, Siikakoski;W;Vedenkorkeus;04.913;Lopetettu;12.08.1904;15.09.1955;Pohjois-Karjala
1773;0402820;Jäsysjärvi;W;Vedenkorkeus;04.911;Lopetettu;01.01.1965;31.12.1984;Pohjois-Karjala
1774;0402900;Pielisjoki, Häihä, ylä;W;Vedenkorkeus;04.342;Lopetettu;01.01.1877;09.07.1959;Pohjois-Karjala
1776;0403000;Pielisjoki, Häihä, ala;W;Vedenkorkeus;04.342;Lopetettu;01.01.1877;09.07.1959;Pohjois-Karjala
1777;0403100;Pielisjoki, Kaltimo, ylä;W;Vedenkorkeus;04.342;Lopetettu;01.01.1877;31.12.1995;Pohjois-Karjala
1779;0403200;Pielisjoki, Kaltimo, ala;W;Vedenkorkeus;04.342;Lopetettu;01.01.1932;31.12.1995;Pohjois-Karjala
1781;0403300;Pielisjoki, Nesterinsaari, ylä;W;Vedenkorkeus;04.342;Lopetettu;01.01.1877;12.07.1956;Pohjois-Karjala
1782;0403400;Pielisjoki, Nesterinsaari, ala;W;Vedenkorkeus;04.341;Lopetettu;01.01.1877;12.07.1956;Pohjois-Karjala
1783;0403500;Pielisjoki, Saapaskoski, ylä;W;Vedenkorkeus;04.341;Lopetettu;01.01.1878;31.08.1959;Pohjois-Karjala
1784;0403600;Pielisjoki, Saapaskoski, ala;W;Vedenkorkeus;04.341;Lopetettu;01.01.1878;31.08.1959;Pohjois-Karjala
1785;0403700;Pielisjoki, Jakokoski, ylä;W;Vedenkorkeus;04.341;Lopetettu;01.01.1878;31.10.1970;Pohjois-Karjala
1787;0403800;Pielisjoki, Jakokoski, ala;W;Vedenkorkeus;04.332;Lopetettu;01.01.1878;31.10.1970;Pohjois-Karjala
1788;0403900;Pielisjoki, Haapavirta, ylä;W;Vedenkorkeus;04.332;Lopetettu;01.07.1882;30.11.1970;Pohjois-Karjala
1789;0404000;Pielisjoki, Haapavirta, ala;W;Vedenkorkeus;04.332;Lopetettu;01.01.1883;30.11.1970;Pohjois-Karjala
1790;0404100;Pielisjoki, Paihola, ylä;W;Vedenkorkeus;04.332;Lopetettu;01.08.1876;28.02.1995;Pohjois-Karjala
1791;0404200;Pielisjoki, Paihola, ala;W;Vedenkorkeus;04.332;Lopetettu;01.08.1876;30.11.1970;Pohjois-Karjala
1792;0404300;Pielisjoki, Kuurna, ylä;W;Vedenkorkeus;04.332;Lopetettu;01.08.1876;09.11.1970;Pohjois-Karjala
1794;0404400;Pielisjoki, Kuurna, ala;W;Vedenkorkeus;04.331;Lopetettu;01.08.1876;09.11.1970;Pohjois-Karjala
1796;0404500;Pielisjoki, Utra, ylä;W;Vedenkorkeus;04.331;Lopetettu;01.07.1875;04.05.1971;Pohjois-Karjala
1797;0404600;Pielisjoki, Utra, ala;W;Vedenkorkeus;04.331;Lopetettu;01.01.1876;19.05.1971;Pohjois-Karjala
1798;0404610;Pielisjoki, Utra, ala;W;Vedenkorkeus;04.331;Lopetettu;01.01.1972;29.02.1992;Pohjois-Karjala
1800;0404800;Höytiäinen;W;Vedenkorkeus;04.821;Lopetettu;01.01.1913;31.03.1940;Pohjois-Karjala
1801;0404810;Höytiäinen;W;Vedenkorkeus;04.821;Lopetettu;05.03.1938;31.12.1991;Pohjois-Karjala
1803;0404820;Puntarikoski,Ala;W;Vedenkorkeus;04.81;Lopetettu;14.06.1950;09.11.1956;Pohjois-Karjala
1804;0404830;Höytiäinen, Puntarikoski, ylä;W;Vedenkorkeus;04.821;Lopetettu;01.01.1961;31.01.1982;Pohjois-Karjala
1805;0404900;Viinijärvi, Lamminniemi;W;Vedenkorkeus;04.352;Lopetettu;20.06.1912;31.12.1941;Pohjois-Karjala
1807;0404920;Taipaleenjoki;W;Vedenkorkeus;04.351;Lopetettu;15.04.1986;30.11.1993;Pohjois-Karjala
1810;0405110;Pyhäselkä, Tikka;W;Vedenkorkeus;04.321;Lopetettu;01.01.1937;30.09.1976;Pohjois-Karjala
1811;0405120;Pyhäselkä, Höytiäisenkanava;W;Vedenkorkeus;04.81;Lopetettu;06.01.1958;29.02.1996;Pohjois-Karjala
1813;0405200;Orivesi, Puhos;W;Vedenkorkeus;04.311;Lopetettu;01.01.1913;28.02.2005;Pohjois-Karjala
1814;0405300;Ylä-Enonvesi;W;Vedenkorkeus;04.291;Lopetettu;01.01.1980;31.12.1995;Etelä-Savo
1815;0405310;Ylä-Enonvesi, Enonkoski;W;Vedenkorkeus;04.221;Lopetettu;01.11.1984;31.12.1990;Etelä-Savo
1817;0405440;Luupujoki;W;Vedenkorkeus;04.572;Lopetettu;10.10.1974;03.01.1999;Pohjois-Savo
1818;0405500;Kiurujoki, Saarikoski, ylä;W;Vedenkorkeus;04.523;Lopetettu;01.01.1907;31.12.1950;Pohjois-Savo
1819;0405600;Kiurujoki, Saarikoski, ala;W;Vedenkorkeus;04.523;Lopetettu;01.07.1906;31.12.1934;Pohjois-Savo
1821;0406000;Sonkajärvi;W;Vedenkorkeus;04.583;Lopetettu;19.04.1962;31.12.1969;Pohjois-Savo
1823;0406100;Porovesi, Iisalmi;W;Vedenkorkeus;04.521;Lopetettu;16.08.1916;31.12.1995;Pohjois-Savo
1825;0406300;Onkivesi, Nerkoo, ala;W;Vedenkorkeus;04.511;Lopetettu;01.03.1868;31.12.1995;Pohjois-Savo
2160;2700180;Pusulanjärvi;W;Vedenkorkeus;27.032;Lopetettu;01.01.1971;31.12.2001;Varsinais-Suomi
2163;3000200;Mynäjoki;W;Vedenkorkeus;30.003;Lopetettu;01.09.1986;30.09.1998;Varsinais-Suomi
2171;3400150;Kauttua, ala;W;Vedenkorkeus;34.022;Lopetettu;03.01.1972;12.09.2021;Satakunta
2172;3400200;Köyliönjärvi;W;Vedenkorkeus;34.053;Lopetettu;06.02.1959;31.12.1970;Satakunta
2174;3400300;Köyliönjoki;W;Vedenkorkeus;34.051;Lopetettu;01.01.1970;30.04.1974;Satakunta
2177;3400500;Suutelankoski;W;Vedenkorkeus;34.011;Lopetettu;01.01.1961;31.12.1984;Satakunta
2178;3500100;Juupajoki;W;Vedenkorkeus;35.751;Lopetettu;01.09.1910;30.06.1952;Pirkanmaa
2181;3500400;Pitkävesi;W;Vedenkorkeus;35.761;Lopetettu;01.09.1910;31.12.1950;Pirkanmaa
2182;3500500;Orivesi;W;Vedenkorkeus;35.721;Lopetettu;01.01.1885;31.12.1957;Pirkanmaa
2183;3500510;Längelmävesi, Kuoresalmi;W;Vedenkorkeus;35.721;Lopetettu;01.01.1958;31.12.1991;Pirkanmaa
2186;3501100;Kuohijärvi;W;Vedenkorkeus;35.782;Lopetettu;15.09.1910;31.03.1933;Kanta-Häme
2190;3501700;Valkeakoski, ylä;W;Vedenkorkeus;35.222;Lopetettu;01.01.1870;29.12.1995;Pirkanmaa
2197;3502340;Hyvikkälänjoki;W;Vedenkorkeus;35.881;Lopetettu;03.11.1978;31.12.1991;Kanta-Häme
2201;3502809;Vanajavesi, Valkeakoski, ala;W;Vedenkorkeus;35.222;Lopetettu;01.01.1971;31.12.1982;Pirkanmaa
2206;3503330;Vanajavesi, Herralanvirta;W;Vedenkorkeus;35.221;Lopetettu;01.01.1970;31.12.1995;Pirkanmaa
2207;3503400;Lempäälä, ala;W;Vedenkorkeus;35.211;Lopetettu;01.01.1875;31.12.1965;Pirkanmaa
2211;3503900;Niemisvesi;W;Vedenkorkeus;35.472;Lopetettu;17.08.1910;31.12.1932;Etelä-Pohjanmaa
2212;3504000;Ouluvesi;W;Vedenkorkeus;35.431;Lopetettu;18.08.1910;31.10.1992;Etelä-Pohjanmaa
2213;3504100;Kahilanjärvi;W;Vedenkorkeus;35.421;Lopetettu;17.04.1956;31.10.1982;Pirkanmaa
2215;3504500;Vaskivesi, Herraskoski, ala;W;Vedenkorkeus;35.421;Lopetettu;01.05.1903;31.05.1998;Pirkanmaa
2219;3505200;Sinerväjärvi;W;Vedenkorkeus;35.672;Lopetettu;24.07.1915;31.12.1999;Keski-Suomi
2220;3505500;Keurusselkä, Kolho;W;Vedenkorkeus;35.621;Lopetettu;01.01.1897;31.12.1998;Pirkanmaa
2223;3505900;Paloselkä;W;Vedenkorkeus;35.332;Lopetettu;25.08.1910;30.06.1992;Pirkanmaa
2224;3506000;Kauttu;W;Vedenkorkeus;35.331;Lopetettu;16.03.1883;30.06.1992;Pirkanmaa
2228;3506800;Näsijärvi, Naistenlahti;W;Vedenkorkeus;35.311;Lopetettu;01.02.1877;31.12.1995;Pirkanmaa
2229;3506810;Näsijärvi, Mustalahti;W;Vedenkorkeus;35.311;Lopetettu;01.01.1961;31.12.1995;Pirkanmaa
2231;3507100;Pyhäjärvi, Pyynikki;W;Vedenkorkeus;35.211;Lopetettu;01.01.1878;31.12.1995;Pirkanmaa
2233;3507400;Nokia, ala;W;Vedenkorkeus;35.211;Lopetettu;01.01.1915;31.12.1961;Pirkanmaa
2237;3507700;Parkanonjärvi;W;Vedenkorkeus;35.532;Lopetettu;01.01.1931;31.12.1970;Pirkanmaa
2241;3508200;Kyrösjärvi, Ikaalinen;W;Vedenkorkeus;35.521;Lopetettu;01.01.1906;30.11.1993;Pirkanmaa
2244;3508500;Mätikkö;W;Vedenkorkeus;35.162;Lopetettu;20.06.1910;30.06.1992;Pirkanmaa
2245;3508600;Siuro, ala;W;Vedenkorkeus;35.132;Lopetettu;01.01.1894;31.12.1993;Pirkanmaa
2255;3509120;Salkolanjärvi;W;Vedenkorkeus;35.983;Lopetettu;01.01.1963;26.08.1991;Uusimaa
2257;3509150;Turpoonjoki;W;Vedenkorkeus;35.981;Lopetettu;01.01.1964;31.12.1967;Kanta-Häme
2258;3509200;Loimijoki, Loimaa;W;Vedenkorkeus;35.922;Lopetettu;01.07.1910;31.12.1941;Varsinais-Suomi
2261;3509300;Loimijoki, Vanhankirkonsilta;W;Vedenkorkeus;35.921;Lopetettu;01.01.1938;31.12.1959;Varsinais-Suomi
2264;3509400;Loimijoki, Maurialankoski;W;Vedenkorkeus;35.911;Lopetettu;01.01.1914;30.06.1985;Satakunta
2266;3509500;Loimijoki, Lauttakylä;W;Vedenkorkeus;35.911;Lopetettu;26.09.1902;31.12.1993;Satakunta
2268;3509900;Kyttälä;W;Vedenkorkeus;35.122;Lopetettu;01.01.1904;31.12.1993;Satakunta
2269;3509910;Syyränsuu;W;Vedenkorkeus;35.122;Lopetettu;27.04.1944;31.07.1976;Satakunta
2271;3509920;Kyttälänkoski;W;Vedenkorkeus;35.122;Lopetettu;09.10.1939;31.12.1993;Satakunta
2272;3509940;Raijala;W;Vedenkorkeus;35.122;Lopetettu;01.01.1944;24.12.2005;Satakunta
2273;3510000;Niskakoski;W;Vedenkorkeus;35.122;Lopetettu;24.10.1919;31.12.1976;Satakunta
2274;3510100;Pahakoski;W;Vedenkorkeus;35.122;Lopetettu;01.01.1904;31.12.1982;Satakunta
2280;3510600;Harjunpäänjoki;W;Vedenkorkeus;35.141;Lopetettu;01.01.1969;13.08.2012;Satakunta
2281;3510700;Pori;W;Vedenkorkeus;35.111;Lopetettu;01.01.1921;31.12.1973;Satakunta
2282;3510710;Lukkarinsanta;W;Vedenkorkeus;35.111;Lopetettu;01.01.1974;30.06.1977;Satakunta
2283;3510720;Seikun saha;W;Vedenkorkeus;35.111;Lopetettu;01.07.1977;31.12.1995;Satakunta
2284;3600800;Vatajankoski, ala;W;Vedenkorkeus;36.022;Lopetettu;01.01.1960;31.12.1989;Satakunta
2287;3602210;Eteläjoki;W;Vedenkorkeus;36.016;Lopetettu;08.09.1999;30.08.2013;Satakunta
2291;3700400;Perus;W;Vedenkorkeus;37.012;Lopetettu;13.02.1968;31.12.1979;Pohjanmaa
2292;3700510;Klofvus;W;Vedenkorkeus;37.011;Lopetettu;01.01.1972;31.12.1975;Pohjanmaa
2293;3800900;Tiukka;W;Vedenkorkeus;38.001;Lopetettu;01.01.1972;31.08.1985;Pohjanmaa
2296;3900900;Finby;W;Vedenkorkeus;39.001;Lopetettu;01.01.1972;28.02.1981;Pohjanmaa
2297;4000900;Köpingsbro;W;Vedenkorkeus;40.001;Lopetettu;01.01.1972;19.12.1978;Pohjanmaa
2300;4200100;Koskuejärvi;W;Vedenkorkeus;42.055;Lopetettu;01.01.1926;31.07.1982;Etelä-Pohjanmaa
2301;4200210;Jalasjoki, Luopa;W;Vedenkorkeus;42.042;Lopetettu;23.10.1958;31.07.1981;Etelä-Pohjanmaa
2302;4200220;Koskutjoki, Koskue;W;Vedenkorkeus;42.054;Lopetettu;22.06.1982;31.08.1984;Etelä-Pohjanmaa
2303;4200230;Koskutjoki;W;Vedenkorkeus;42.054;Lopetettu;01.09.1984;30.06.2013;Etelä-Pohjanmaa
2305;4200500;Munakka;W;Vedenkorkeus;42.031;Lopetettu;01.01.1912;31.03.1993;Etelä-Pohjanmaa
2311;4400200;Nurmonjoki, Nurmo;W;Vedenkorkeus;44.091;Lopetettu;04.07.1932;31.12.1978;Etelä-Pohjanmaa
2313;4400300;Lapua;W;Vedenkorkeus;44.031;Lopetettu;01.01.1912;30.06.1980;Etelä-Pohjanmaa
2316;4400500;Pappilankari;W;Vedenkorkeus;44.012;Lopetettu;11.11.1929;30.09.1993;Etelä-Pohjanmaa
2317;4400600;Keppo;W;Vedenkorkeus;44.011;Lopetettu;06.11.1929;31.12.1958;Pohjanmaa
2319;4400800;Uusikaarlepyy, ylä;W;Vedenkorkeus;44.011;Lopetettu;17.05.1916;31.12.2005;Pohjanmaa
2320;4400910;Uusikaarlepyy, ala;W;Vedenkorkeus;44.011;Lopetettu;05.01.1928;31.12.1995;Pohjanmaa
2321;4700200;Lappajärvi, etelä;W;Vedenkorkeus;47.031;Lopetettu;23.09.1986;31.05.1991;Etelä-Pohjanmaa
2826;0404974;Suurijärvi;W;Vedenkorkeus;04.792;Lopetettu;30.11.1976;23.11.2018;Pohjois-Karjala
2841;0408171;Ruokojärvi;W;Vedenkorkeus;04.261;Lopetettu;24.06.1986;21.11.2013;Pohjois-Savo
2842;0407921;Kohmanvesi;W;Vedenkorkeus;04.273;Lopetettu;07.02.1992;10.11.2002;Pohjois-Savo
2843;0407922;Summanlampi;W;Vedenkorkeus;04.273;Lopetettu;10.04.1991;23.12.2001;Pohjois-Savo
2844;0407923;Ala-Viitajärvi;W;Vedenkorkeus;04.273;Lopetettu;23.02.1999;30.09.2007;Pohjois-Savo
2845;0407924;Ylä-Viitajärvi;W;Vedenkorkeus;04.273;Lopetettu;23.02.1999;30.09.2007;Pohjois-Savo
2846;0407810;Väärä;W;Vedenkorkeus;04.284;Lopetettu;01.08.1984;25.02.1990;Pohjois-Savo
2847;0407931;Lyhyenjärvi;W;Vedenkorkeus;04.289;Lopetettu;18.05.1999;22.05.2000;Pohjois-Savo
2848;0406210;Pikku-Ahmo;W;Vedenkorkeus;04.516;Lopetettu;06.03.1990;24.02.1999;Pohjois-Savo
2849;0406220;Iso-Ahmo;W;Vedenkorkeus;04.516;Lopetettu;10.02.1988;24.02.1999;Pohjois-Savo
2850;0405410;Ala-Haajainen;W;Vedenkorkeus;04.529;Lopetettu;02.05.1989;26.12.1995;Pohjois-Savo
2851;0406110;Haapajärvi;W;Vedenkorkeus;04.522;Lopetettu;06.08.1976;25.02.2007;Pohjois-Savo
2852;0406120;Iso-Ii;W;Vedenkorkeus;04.531;Lopetettu;09.02.1981;28.12.1984;Pohjois-Savo
2853;0405800;Vieremänjärvi;W;Vedenkorkeus;04.532;Lopetettu;02.01.1985;28.12.1988;Pohjois-Savo
2854;0405420;Ryönänjärvi;W;Vedenkorkeus;04.551;Lopetettu;01.05.1984;25.12.2002;Pohjois-Savo
2855;0405430;Hautajärvi;W;Vedenkorkeus;04.551;Lopetettu;04.01.1974;31.12.2004;Pohjois-Savo
2856;0405470;Kilpijärvi;W;Vedenkorkeus;04.551;Lopetettu;27.01.1985;29.12.2004;Pohjois-Savo
2857;0405480;Niemisjärvi;W;Vedenkorkeus;04.556;Lopetettu;05.01.1982;26.12.2010;Pohjois-Savo
2858;0405490;Vaaksjärvi;W;Vedenkorkeus;04.557;Lopetettu;11.04.1994;31.12.1999;Pohjois-Savo
2859;0405491;Kalliojärvi;W;Vedenkorkeus;04.557;Lopetettu;01.05.1988;31.10.1996;Pohjois-Savo
2860;0405431;Rytkynjärvi;W;Vedenkorkeus;04.552;Lopetettu;17.09.1959;19.10.2001;Pohjois-Savo
2861;0405432;Savijärvi;W;Vedenkorkeus;04.553;Lopetettu;03.02.1979;26.01.1984;Pohjois-Savo
2863;0405422;Näläntöjärvi;W;Vedenkorkeus;04.563;Lopetettu;11.05.1977;31.12.1996;Pohjois-Savo
2864;0405441;Luupuvesi;W;Vedenkorkeus;04.572;Lopetettu;01.01.1980;02.01.2003;Pohjois-Savo
2865;0405411;Paloisjärvi;W;Vedenkorkeus;04.581;Lopetettu;14.04.1982;24.02.1999;Pohjois-Savo
2867;0405413;Viitaanjärvi;W;Vedenkorkeus;04.581;Lopetettu;07.04.1983;28.02.1999;Pohjois-Savo
2868;0405414;Niskajärvi,Pitkäkoski;W;Vedenkorkeus;04.581;Lopetettu;17.05.1992;13.07.2004;Pohjois-Savo
2869;0405415;Nieminen;W;Vedenkorkeus;04.581;Lopetettu;15.11.1994;30.09.2002;Pohjois-Savo
2870;0405416;Hernejärvi;W;Vedenkorkeus;04.581;Lopetettu;06.03.1979;20.02.1995;Pohjois-Savo
2871;0405417;Ala-Varpanen;W;Vedenkorkeus;04.589;Lopetettu;15.12.1999;23.10.2010;Pohjois-Savo
2872;0405418;Suuri-Luotonen;W;Vedenkorkeus;04.589;Lopetettu;01.12.1997;30.12.2011;Pohjois-Savo
2873;0406030;Väärä;W;Vedenkorkeus;04.582;Lopetettu;18.02.1993;30.12.2005;Pohjois-Savo
2874;0406040;Ala-Venäänjärvi;W;Vedenkorkeus;04.583;Lopetettu;26.09.1995;28.11.2001;Pohjois-Savo
2875;0406041;Ylä-Venäänjärvi;W;Vedenkorkeus;04.583;Lopetettu;26.09.1995;28.11.2001;Pohjois-Savo
2876;0406042;Sukevanjärvi,Tenetinvirta;W;Vedenkorkeus;04.584;Lopetettu;16.04.1987;31.12.1998;Pohjois-Savo
2877;0407100;Kivijärvi;W;Vedenkorkeus;04.595;Lopetettu;13.01.1998;14.07.2021;Pohjois-Savo
2878;0407310;Suuri-Säyneinen;W;Vedenkorkeus;04.625;Lopetettu;26.03.1993;28.12.1998;Pohjois-Savo
2879;0407320;Ryöpänjoki;W;Vedenkorkeus;04.625;Lopetettu;26.03.1993;28.12.1998;Pohjois-Savo
2880;0407110;Varpanen;W;Vedenkorkeus;04.634;Lopetettu;11.03.1983;30.12.1998;Pohjois-Savo
2881;0407120;Pieni-Juminen;W;Vedenkorkeus;04.635;Lopetettu;25.02.1997;31.12.2008;Pohjois-Savo
2882;0407130;Suuri-Juminen;W;Vedenkorkeus;04.635;Lopetettu;18.02.1997;31.12.2008;Pohjois-Savo
2883;0407925;Pieni-Sulkava;W;Vedenkorkeus;04.651;Lopetettu;09.06.1996;18.12.2003;Pohjois-Savo
2884;0407926;Sulkavanjärvi;W;Vedenkorkeus;04.651;Lopetettu;16.10.1975;26.03.1995;Pohjois-Savo
2886;0407928;Kevätön;W;Vedenkorkeus;04.652;Lopetettu;03.02.1990;26.10.2003;Pohjois-Savo
2887;0407420;Keyritty;W;Vedenkorkeus;04.673;Lopetettu;01.06.1979;27.12.2008;Pohjois-Savo
2888;0407430;Ylä-Keyritty;W;Vedenkorkeus;04.675;Lopetettu;25.02.1987;28.11.1995;Pohjois-Savo
2889;0407330;Kaitoonjoki,Ylä-Luosta;W;Vedenkorkeus;04.683;Lopetettu;02.01.1980;26.12.2003;Pohjois-Savo
2890;0407340;Kaitoo;W;Vedenkorkeus;04.683;Lopetettu;05.01.1996;26.12.2003;Pohjois-Savo
2891;0407370;Ylä-Luosta;W;Vedenkorkeus;04.683;Lopetettu;05.01.1996;27.12.2012;Pohjois-Savo
2892;0407910;Riistavesi;W;Vedenkorkeus;04.691;Lopetettu;01.11.1992;30.12.2001;Pohjois-Savo
2893;0407911;Keskimmäinen;W;Vedenkorkeus;04.692;Lopetettu;02.05.1989;06.05.1999;Pohjois-Savo
2894;0407912;Likolampi;W;Vedenkorkeus;04.692;Lopetettu;02.05.1989;25.01.1997;Pohjois-Savo
2895;0408311;Vaikonjoki,Rakkinekoski;W;Vedenkorkeus;04.742;Lopetettu;14.10.1982;29.09.1991;Pohjois-Savo
2897;1403610;Konnekoski;W;Vedenkorkeus;14.712;Lopetettu;01.01.1960;31.12.1995;Pohjois-Savo
2898;1403620;Rautalampi;W;Vedenkorkeus;14.712;Lopetettu;10.06.1998;29.12.2011;Pohjois-Savo
2899;1403630;Mehtiö;W;Vedenkorkeus;14.718;Lopetettu;09.12.1992;31.12.2005;Etelä-Savo
2900;1403640;Ahveninen;W;Vedenkorkeus;14.718;Lopetettu;05.10.1995;31.12.2004;Pohjois-Savo
2901;1403010;Pohjalampi;W;Vedenkorkeus;14.722;Lopetettu;24.01.1996;23.01.2001;Pohjois-Savo
2902;1403210;Luodejärvi;W;Vedenkorkeus;14.725;Lopetettu;01.02.1992;27.06.2015;Pohjois-Savo
2903;1403220;Pitkäjärvi;W;Vedenkorkeus;14.725;Lopetettu;01.02.1992;27.06.2015;Pohjois-Savo
2904;1402720;Hetejärvi;W;Vedenkorkeus;14.732;Lopetettu;26.04.1996;28.11.2009;Pohjois-Savo
2905;1402730;Iso Ahvenislampi;W;Vedenkorkeus;14.731;Lopetettu;04.04.1995;26.02.1998;Pohjois-Savo
