paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN;KoordErTmIta;KoordErTmPohj
2486;6502120;Pirttikoski, ylä;W;Vedenkorkeus;65.231;Jatkuva;1.1.1960;18.1.2026;Lappi;46;;;0;;506850;7357878
3779;4400450;Kangas–Annala-tien silta;W;Vedenkorkeus;44.022;Jatkuva;27.6.2019;18.1.2026;Etelä-Pohjanmaa;56;;;0;;292629;7001168
3782;6503225;Loukinen Tuohiranta;W;Vedenkorkeus;65.691;Jatkuva;8.8.2019;18.1.2026;Lappi;0;;;;;417068;7522749
3783;3509108;Halinanlammi;W;Vedenkorkeus;35.964;Jatkuva;24.1.2018;4.1.2021;Kanta-Häme;0;;;;;311506;6764988
3785;8401000;Pattijoki, Koskenkorvanperä;W;Vedenkorkeus;84.09;Jatkuva;30.8.2019;18.1.2026;Pohjois-Pohjanmaa;0;;;;;386006;7169107
3787;0605800;Hounijoki,Myllymäenkoski;W;Vedenkorkeus;06.011;Jatkuva;10.10.2019;19.1.2026;Etelä-Karjala;3641;3621;;;;565022;6751405
3795;8310200;Hinjärv, Kamb;W;Vedenkorkeus;83.102;Jatkuva;2.9.2020;18.1.2026;Pohjanmaa;78;;0;;;209467;6966278
3836;1409150;Karhulanjärvi;W;Vedenkorkeus;14.182;Jatkuva;29.11.2016;19.1.2026;Kymenlaakso;6163;6141;;;;489956;6752091
3844;6701200;Muonionjoki, Kolari;W;Vedenkorkeus;67.321;Jatkuva;5.5.2020;19.1.2026;Lappi;0;-34;;;;361673;7472342
3848;3400160;Kauttua, ala;W;Vedenkorkeus;34.022;Jatkuva;24.9.2020;18.1.2026;Satakunta;44;11;-15;0;;239092;6784938
3849;3900501;Lintuluoma, Jurva;W;Vedenkorkeus;39.003;Jatkuva;5.8.1991;15.1.2026;Etelä-Pohjanmaa;44;11;-15;0;;243507;6955399
3852;4700375;Välijoki, Lassilansilta, Evijärvi;W;Vedenkorkeus;47.022;Jatkuva;14.10.2020;18.1.2026;Etelä-Pohjanmaa;41;0;;;;325995;7031006
3853;1404170;Niemisjärvi;W;Vedenkorkeus;14.382;Jatkuva;17.9.2020;18.1.2026;Keski-Suomi;9896;9868;;;;467912;6902328
3854;4700350;Hattar, Ylävesi;W;Vedenkorkeus;47.013;Jatkuva;21.10.2020;18.1.2026;Pohjanmaa;42;0;;-14;;307854;7055235
3857;9651001;Västerfjärden ala, merenpinta;W;Vedenkorkeus;96.51;Jatkuva;1.2.2021;17.1.2026;Pohjanmaa;42;0;;;;204551;6930181
3865;0406460;Viannakoski pato, ylävesi;W;Vedenkorkeus;04.511;Jatkuva;14.1.2021;19.1.2026;Pohjois-Savo;42;0;;;;510224;7010162
3871;1406924;Iso-Kukkanen;W;Vedenkorkeus;14.163;Jatkuva;8.12.2020;18.1.2026;Päijät-Häme;9035;9011;8997;9003;;442292;6758329
3876;3600850;Karvianjoki, Vatajankoski, ala;W;Vedenkorkeus;36.022;Jatkuva;4.1.2021;18.1.2026;Satakunta;0;-37;;;;250254;6874782
3877;5904450;Merikoski, ylävesi;W;Vedenkorkeus;59.111;Jatkuva;15.12.2020;17.1.2026;Pohjois-Pohjanmaa;0;-37;;;;428115;7211850
3880;0411745;Vuoksi, Saunaranta;W;Vedenkorkeus;04.191;Jatkuva;15.12.2020;17.1.2026;Etelä-Karjala;23;4;0;;;595370;6782100
3920;6501900;Naruskajoki, Naruska;W;Vedenkorkeus;65.472;Jatkuva;27.1.2022;18.1.2026;Lappi;0;-29;;;;594778;7452414
3906;2900200;Hirvijoki, Nousiainen;W;Vedenkorkeus;29.002;Jatkuva;8.9.2014;18.1.2026;Varsinais-Suomi;163;;;;;231008;6727374
3914;0300460;Hiitolanjoki, Kangaskoski, ylä;W;Vedenkorkeus;03.011;Jatkuva;12.5.2021;18.1.2026;Etelä-Karjala;4580;;;;;628061;6811039
3917;4900175;Veteli Haapajärvi, ylä;W;Vedenkorkeus;49.081;Jatkuva;2.6.2021;18.1.2026;Keski-Pohjanmaa;39;0;;;;342489;7032753
3918;4900185;Veteli Haapajärvi, ala;W;Vedenkorkeus;49.081;Jatkuva;2.6.2021;20.12.2025;Keski-Pohjanmaa;39;0;;;;341561;7034365
3921;5904053;Montta, ylä;W;Vedenkorkeus;59.121;Jatkuva;31.5.2022;17.1.2026;Pohjois-Pohjanmaa;39;0;;;;453210;7188880
3923;3901300;Närpes å, Skrivarsbäcken;W;Vedenkorkeus;39.001;Jatkuva;24.3.2022;18.1.2026;Pohjanmaa;42;0;;;;206563;6935274
3924;4900353;Sääkskoski;W;Vedenkorkeus;49.022;Jatkuva;7.4.2022;18.1.2026;Pohjanmaa;;;;0;;323053;7067670
3927;3702500;Kangasjärvi;W;Vedenkorkeus;37.051;Jatkuva;25.5.2022;18.1.2026;Etelä-Pohjanmaa;0;;;;;239754;6902095
3931;4400150;Lentilä;W;Vedenkorkeus;44.042;Jatkuva;23.6.2022;19.1.2026;Etelä-Pohjanmaa;0;;;;;323016;6956771
3937;G617301;Eteläinen Julmalampi EJulmaAM;W;Vedenkorkeus;61.736;Jatkuva;5.9.2020;18.1.2026;Kainuu;0;-32;;;;553048;7206815
3940;1401580;Hankajärvi;W;Vedenkorkeus;14.674;Jatkuva;;;Etelä-Pohjanmaa;0;;;;;365087;6974824
3943;3510900;Varvoorinjuopa;W;Vedenkorkeus;35.111;Jatkuva;20.11.2022;1.7.2025;Satakunta;0;;;;;226807;6826488
3959;3706400;Haapajärvi;W;Vedenkorkeus;37.065;Jatkuva;13.6.2016;26.9.2024;Etelä-Pohjanmaa;0;;;;;236956;6883504
3961;0410404;Jukajärvi;W;Vedenkorkeus;04.176;Jatkuva;17.4.2019;28.10.2025;Etelä-Savo;9925;9900;9887;;;549763;6857964
3964;6502020;Kemijärvi, Lehtosalmi;W;Vedenkorkeus;65.311;Jatkuva;27.6.2023;18.1.2026;Lappi;45;13;;0;;531975;7383020
3965;3502525;Lehijärvi;W;Vedenkorkeus;35.25;Jatkuva;27.7.2023;4.1.2026;Kanta-Häme;8097;8070;;;;355523;6768877
3966;4300500;Röukasträsket;W;Vedenkorkeus;43.003;Jatkuva;9.8.2024;18.1.2026;Pohjanmaa;8097;8070;;;;274400;7016270
3970;3900660;Tupenluoma, Teuvantien silta;W;Vedenkorkeus;39.007;Jatkuva;26.9.2023;18.1.2026;Etelä-Pohjanmaa;54;12;;0;;238689;6956350
3971;3900650;Tupenluoman alaosa;W;Vedenkorkeus;39.003;Jatkuva;20.12.2023;18.1.2026;Etelä-Pohjanmaa;54;12;;0;;238338;6956436
3972;3511101;Leineperin patosilta;W;Vedenkorkeus;35.142;Jatkuva;21.10.2020;18.1.2026;Satakunta;;2411;;2400;;238530;6822021
3979;1424600;Rutajärvi;W;Vedenkorkeus;14.236;Jatkuva;2.4.2024;18.1.2026;Keski-Suomi;12299;;;;;449635;6871907
3980;3509250;Loimijoki Hirvikoski;W;Vedenkorkeus;35.92;Jatkuva;11.6.2024;24.9.2025;Varsinais-Suomi;0;;;;;282933;6754089
3982;1400750;Kannonjärvi;W;Vedenkorkeus;14.461;Jatkuva;18.10.1973;18.1.2026;Keski-Suomi;14032;13999;;;;410265;6976775
3983;4200409;Kyrkösjärvi, Sevo;W;Vedenkorkeus;42.071;Jatkuva;17.6.2024;18.1.2026;Etelä-Pohjanmaa;53;;;0;;286077;6963719
3984;0300420;Hiitolanjoki, Ritakoski, ylä;W;Vedenkorkeus;03.011;Jatkuva;1.1.2024;18.1.2026;Etelä-Karjala;5825;5806;;;;625786;6812154
3985;3400510;Eurajoki, Eurajoen vanha jvp;W;Vedenkorkeus;34.01;Jatkuva;18.9.2024;18.1.2026;Satakunta;0;;;;;216712;6796733
3986;7101500;Inari, Partakko;W;Vedenkorkeus;71.111;Jatkuva;;;Lappi;17;0;;;;536570;7673488
3993;6502131;Näskäjärvi uusi;W;Vedenkorkeus;65.275;Jatkuva;13.4.2018;18.1.2026;Lappi;48;13;;0;;489732;7342749
3994;1100700;Kantturakoski, patoallas;W;Vedenkorkeus;11.001;Jatkuva;30.4.2025;18.12.2025;Kymenlaakso;;0;;;;537314;6717045
3996;3519000;Järvioja;W;Vedenkorkeus;35.111;Jatkuva;16.5.2025;18.1.2026;Satakunta;;0;;;;223712;6831834
3999;3003000;Mynäjoki, Mietoinen Sillanpää;W;Vedenkorkeus;30.001;Jatkuva;21.8.2025;18.1.2026;Varsinais-Suomi;213;;;;;221962;6732316
4007;0412500;Vuoksi, rajavyöhyke;W;Vedenkorkeus;04.191;Jatkuva;19.6.2025;18.1.2026;Etelä-Karjala;4221;4202;;;;597754;6778038
4008;0411920;Vuoksi, Kyyrönkoski;W;Vedenkorkeus;04.191;Jatkuva;10.9.2025;18.1.2026;Etelä-Karjala;4242;;;;;596479;6780486
4009;2603000;Halikonjoki, Sorensilta;W;Vedenkorkeus;26.001;Jatkuva;3.9.2025;18.1.2026;Varsinais-Suomi;0;;;;;281440;6703382
4010;3505300;Keurusselkä, Keuruu;W;Vedenkorkeus;35.621;Jatkuva;15.9.2025;18.1.2026;Keski-Suomi;10489;10456;;10445;;379525;6905504
4011;1801500;Hahmajärvi;W;Vedenkorkeus;18.056;Jatkuva;1.10.2025;12.1.2026;Päijät-Häme;9044;;;;;416247;6753424
3859;4200460;Kuljunkoski, Peräseinäjoki;W;Vedenkorkeus;42.073;Jatkuva;8.4.2021;6.2.2025;Etelä-Pohjanmaa;51;;;0;;303986;6931337
3866;0406560;Viannankosken pato, alavesi;W;Vedenkorkeus;04.282;Jatkuva;14.1.2021;19.1.2026;Pohjois-Savo;51;;;0;;510209;7010122
3889;4700455;Kattilakoski, Alavesi;W;Vedenkorkeus;47.014;Jatkuva;3.3.2021;18.1.2026;Etelä-Pohjanmaa;56;;;0;;315994;7043283
3890;4700450;Kattilakoski, Ylävesi;W;Vedenkorkeus;47.015;Jatkuva;3.3.2021;18.1.2026;Etelä-Pohjanmaa;56;;;0;;315994;7043283
3863;0408090;Naapuskoski, ylävesi;W;Vedenkorkeus;04.272;Jatkuva;14.1.2021;19.1.2026;Pohjois-Savo;56;;;0;;541947;6935291
3936;G595301;Hossan pohjavesilampi 1212lampiAM;W;Vedenkorkeus;59.531;Jatkuva;4.7.2022;18.1.2026;Kainuu;0;-29;;;;615853;7262882
3837;1408460;Iso-Kortejärvi;W;Vedenkorkeus;14.944;Jatkuva;6.10.2016;7.5.2025;Kymenlaakso;7770;7747;;;;478474;6772613
3856;3508900;Kokemäenjoki, Huittinen;W;Vedenkorkeus;35.122;Jatkuva;18.11.2020;18.1.2026;Satakunta;0;-32;-57;;;267985;6794205
3887;4700335;Ähtävänjoki, Hanhikoski, AlaW;W;Vedenkorkeus;47.022;Jatkuva;3.3.2021;18.1.2026;Etelä-Pohjanmaa;-9871;-9911;;-9925;;328182;7027216
3891;4700560;Björkfors, Ylävesi;W;Vedenkorkeus;47.014;Jatkuva;3.3.2021;18.1.2026;Pohjanmaa;-9893;-9935;;-9949;;311557;7049258
3901;4700800;Värnum, Ylävesi;W;Vedenkorkeus;47.013;Jatkuva;4.3.2021;18.1.2026;Pohjanmaa;57;14;;0;;306219;7057301
3903;4700805;Värnum, Alavesi;W;Vedenkorkeus;47.012;Jatkuva;4.3.2021;18.1.2026;Pohjanmaa;57;14;;0;;306219;7057301
3951;4207200;Kyrkösjärven täyttökanava, Renko ala;W;Vedenkorkeus;42.071;Jatkuva;31.10.2022;18.1.2026;Etelä-Pohjanmaa;53;;;0;;287035;6958854
3833;4700605;Långfors, alavesi;W;Vedenkorkeus;47.012;Jatkuva;21.2.2020;18.1.2026;Pohjanmaa;43;0;;-15;;299227;7061978
3874;4207102;Kiikun pato;W;Vedenkorkeus;42.071;Jatkuva;20.7.2006;18.1.2026;Etelä-Pohjanmaa;55;;;0;;285995;6976774
3867;0406360;Nerohvirta, ala W;W;Vedenkorkeus;04.511;Jatkuva;14.1.2021;18.1.2026;Pohjois-Savo;55;;;0;;511160;7037721
3946;1900500;Tjusterbynkosken voimala, ylävesi;W;Vedenkorkeus;19.001;Jatkuva;21.11.2022;31.12.2024;Uusimaa;30;5;;0;;419763;6695159
2487;6502130;Näskänjärvi;W;Vedenkorkeus;65.275;Jatkuva;1.1.1970;30.12.2025;Lappi;19293;;;19245;;489823;7342390
2488;6502140;Paattinkijärvi;W;Vedenkorkeus;65.275;Jatkuva;1.1.1970;18.1.2026;Lappi;49;;;0;;481088;7346230
2491;6502210;Vanttauskoski, ylä;W;Vedenkorkeus;65.212;Jatkuva;3.10.1971;18.1.2026;Lappi;48;;;0;;485938;7360992
2492;6502400;Vikajärvi;W;Vedenkorkeus;65.721;Jatkuva;25.5.1956;18.1.2026;Lappi;11507;11472;;;;464393;7392739
2494;6502510;Olkkajärvi, etelä;W;Vedenkorkeus;65.712;Jatkuva;1.1.1962;18.1.2026;Lappi;49;14;;0;;460156;7377599
2495;6502520;Permantokoski, ylä;W;Vedenkorkeus;65.712;Jatkuva;1.1.1971;18.1.2026;Lappi;49;;;0;;461113;7375129
2496;6502540;Jyrhämäjärvi;W;Vedenkorkeus;65.711;Jatkuva;1.1.1971;18.1.2026;Lappi;49;;;0;;461478;7373591
2497;6503000;Ounasjärvi;W;Vedenkorkeus;65.632;Jatkuva;1.1.1950;19.1.2026;Lappi;28622;28595;;;28595;362012;7589383
2498;6503200;Ounasjoki, Köngäs;W;Vedenkorkeus;65.612;Jatkuva;1.1.1941;18.1.2026;Lappi;18473;18443;;;;409720;7530673
2499;6503300;Ounasjoki, Kaukonen;W;Vedenkorkeus;65.533;Jatkuva;11.4.1954;18.1.2026;Lappi;16537;16505;;;;410678;7486223
2501;6503510;Unari;W;Vedenkorkeus;65.592;Jatkuva;25.10.1956;18.1.2026;Lappi;17909;17877;;;;445439;7447158
2502;6503600;Ounasjoki, Marraskoski;W;Vedenkorkeus;65.521;Jatkuva;1.1.1969;18.1.2026;Lappi;49;;;0;;430545;7409394
2504;6503720;Sinettäjärvi;W;Vedenkorkeus;65.514;Jatkuva;1.1.1965;18.1.2026;Lappi;9490;9454;;;;427906;7388762
2506;6503910;Kirkonjyrhämä;W;Vedenkorkeus;65.132;Jatkuva;1.1.1971;18.1.2026;Lappi;50;;;0;;443342;7375142
2507;6504022;Valajaskoski, ylä;W;Vedenkorkeus;65.132;Jatkuva;1.1.1971;18.1.2026;Lappi;37;;;0;;434804;7367867
2509;6504033;Valajaskoski, ala;W;Vedenkorkeus;65.132;Jatkuva;1.1.1971;18.1.2026;Lappi;37;;;0;;434828;7367990
2510;6504066;Petäjäskoski, ylä;W;Vedenkorkeus;65.121;Jatkuva;1.1.1971;18.1.2026;Lappi;51;;;0;;425371;7351234
2513;6504211;Ossauskoski, ylä;W;Vedenkorkeus;65.121;Jatkuva;1.1.1970;18.1.2026;Lappi;52;;;0;;415503;7338562
2515;6504233;Tervola, Kirkkosuvanto;W;Vedenkorkeus;65.112;Jatkuva;1.1.1982;18.1.2026;Lappi;53;;;0;;400523;7330659
2518;6504255;Taivalkoski, ylä;W;Vedenkorkeus;65.112;Jatkuva;1.1.1981;18.1.2026;Lappi;54;;;0;;395920;7314194
2519;6504410;Isohaara, ylä;W;Vedenkorkeus;65.111;Jatkuva;1.1.1951;17.1.2026;Lappi;78;;0;;;387744;7299021
2521;6700100;Kilpisjärvi;W;Vedenkorkeus;67.64;Jatkuva;6.9.1952;19.1.2026;Lappi;47233;47217;;47203;47217;252482;7672457
2522;6700200;Peerajärvi;W;Vedenkorkeus;67.65;Jatkuva;15.4.1959;18.1.2026;Lappi;45851;45832;;45817;45831;262076;7652713
2528;6700510;Muonionjoki, Kaaresuvanto;W;Vedenkorkeus;67.511;Jatkuva;1.1.1966;18.1.2026;Lappi;32008;31984;;;31984;314832;7599144
2532;6700800;Muonionjoki, Muonio;W;Vedenkorkeus;67.422;Jatkuva;1.1.1938;19.1.2026;Lappi;23035;23005;;22983;22997;360025;7541111
2535;6701300;Naamijoki;W;Vedenkorkeus;67.821;Jatkuva;1.1.1959;19.1.2026;Lappi;14344;14310;;14296;14310;369092;7449452
2536;6701500;Pello;W;Vedenkorkeus;67.251;Jatkuva;9.9.1937;19.1.2026;Lappi;7615;7579;;7566;7580;366624;7409761
2538;6701700;Raanujärvi;W;Vedenkorkeus;67.962;Jatkuva;1.1.1957;17.1.2026;Lappi;82;46;;;;397750;7395197
2539;6701800;Vietonen;W;Vedenkorkeus;67.961;Jatkuva;1.1.1957;17.1.2026;Lappi;74;37;;;;386534;7394151
2540;6701840;Konttajärvi;W;Vedenkorkeus;67.951;Jatkuva;10.10.1984;19.1.2026;Lappi;11963;11928;;;;385265;7414498
2541;6701910;Miekojärvi;W;Vedenkorkeus;67.931;Jatkuva;1.1.1957;17.1.2026;Lappi;69;32;;;;386156;7394349
2544;6702011;Portimojärvi;W;Vedenkorkeus;67.912;Jatkuva;1.1.1988;17.1.2026;Lappi;39;0;;;;359887;7365806
2547;6702110;Matkakoski;W;Vedenkorkeus;67.12;Jatkuva;13.3.1961;18.1.2026;Lappi;2646;2606;;;;361539;7340312
2548;6702200;Kukkolankoski;W;Vedenkorkeus;67.111;Jatkuva;8.9.1911;18.1.2026;Lappi;2032;1991;1954;;;366326;7320664
2551;6800510;Inarijoki, Karigasniemi;W;Vedenkorkeus;68.031;Jatkuva;6.2.1975;18.1.2026;Lappi;12387;12370;;12358;12372;454651;7699169
2552;6801000;Onnelansuvanto;W;Vedenkorkeus;68.021;Jatkuva;20.9.1958;18.1.2026;Lappi;6283;6271;;6259;6273;501054;7756010
2553;6801100;Utsjoki, Kevoniemi;W;Vedenkorkeus;68.072;Jatkuva;8.6.1962;19.1.2026;Lappi;7400;7387;;;7389;500122;7738729
2554;6900100;Iijärvi;W;Vedenkorkeus;69.041;Jatkuva;1.1.1949;19.1.2026;Lappi;19142;19124;;;19130;524122;7698232
2555;7100700;Mutusjärvi;W;Vedenkorkeus;71.241;Jatkuva;21.10.1946;18.1.2026;Lappi;14595;14575;;;14574;492247;7648062
2556;7100800;Solojärvi;W;Vedenkorkeus;71.212;Jatkuva;1.8.1921;19.1.2026;Lappi;14360;14339;;;14360;492223;7638207
2557;7100900;Rahajärvi;W;Vedenkorkeus;71.61;Jatkuva;23.7.1951;17.1.2026;Lappi;21;;;0;;516160;7630016
2559;7101100;Repojoki;W;Vedenkorkeus;71.562;Jatkuva;7.8.1957;19.1.2026;Lappi;24501;24477;;;;456460;7592872
2561;7101320;Ivalojoki, Pajakoski;W;Vedenkorkeus;71.413;Jatkuva;10.5.1960;19.1.2026;Lappi;12442;12419;;;;513854;7608334
2562;7101400;Inari, Inari;W;Vedenkorkeus;71.111;Jatkuva;10.9.1947;19.1.2026;Lappi;11719;11698;11670;;;503127;7644768
2564;7101610;Inari, Nellim;W;Vedenkorkeus;71.111;Jatkuva;1.1.1938;18.1.2026;Lappi;11048;11027;;;;552372;7638190
2565;7101800;Nellimjoki;W;Vedenkorkeus;71.121;Jatkuva;1.2.1971;18.1.2026;Lappi;12028;12007;;;12007;553387;7638245
2568;7200500;Lutto;W;Vedenkorkeus;72.011;Jatkuva;1.8.1992;18.1.2026;Lappi;11233;11210;;;11214;560111;7595558
2569;7300100;Oulankajoki;W;Vedenkorkeus;73.011;Jatkuva;1.1.1966;18.1.2026;Pohjois-Pohjanmaa;15801;15768;;;;603390;7363001
2570;7300210;Ala-Kitka;W;Vedenkorkeus;73.024;Jatkuva;20.9.1928;18.1.2026;Pohjois-Pohjanmaa;23947;23918;;23904;;587990;7348037
2571;7300220;Kitkajoki, Käylä;W;Vedenkorkeus;73.023;Jatkuva;1.1.1971;18.1.2026;Pohjois-Pohjanmaa;23813;23783;;;;596182;7355207
2575;7301200;Ala-Vuotunki;W;Vedenkorkeus;73.042;Jatkuva;1.1.1963;30.4.2025;Pohjois-Pohjanmaa;;;0;;;613717;7340601
2578;7401000;Muojärvi;W;Vedenkorkeus;74.021;Jatkuva;1.7.1971;19.1.2026;Pohjois-Pohjanmaa;25205;25176;;;;615633;7314050
2654;8300100;Otajärvi;W;Vedenkorkeus;83.002;Jatkuva;30.4.1980;2.1.2026;Varsinais-Suomi;1189;1156;;;;211065;6774530
2660;3509842;Kullaanjoki, Jokihaaran silta;W;Vedenkorkeus;35.142;Jatkuva;1.2.1967;31.1.2016;Satakunta;2801;2765;;;;240946;6823330
2661;3600510;Karhijärvenpato,ala;W;Vedenkorkeus;36.092;Jatkuva;1.1.1972;19.1.2026;Satakunta;4976;4940;;;;251763;6837892
2662;3600500;Karhijärvenpato,ylä;W;Vedenkorkeus;36.092;Jatkuva;1.1.1966;19.1.2026;Satakunta;5076;5040;;;;251773;6837891
2664;3601500;Harjakoski;W;Vedenkorkeus;36.021;Jatkuva;1.1.1969;19.1.2026;Satakunta;5284;5248;;;;245534;6846685
2667;3600910;Siikaisjärvi, Ahtola;W;Vedenkorkeus;36.065;Jatkuva;1.1.1992;18.1.2026;Satakunta;4228;4190;;;;227639;6872284
2669;3600100;Karvianjärvi, luusua;W;Vedenkorkeus;36.042;Jatkuva;1.1.1968;27.12.2025;Satakunta;13514;13477;;;;270941;6901581
2670;3600540;Maajärvi;W;Vedenkorkeus;36.017;Jatkuva;1.1.1979;18.1.2026;Satakunta;37;0;;;;238322;6841696
2671;3509810;Kiikoisjärvi;W;Vedenkorkeus;35.153;Jatkuva;1.1.1970;18.1.2026;Pirkanmaa;45;11;;0;;265818;6818103
2672;3509720;Vuolle;W;Vedenkorkeus;35.914;Jatkuva;1.1.2000;18.1.2026;Varsinais-Suomi;30;0;;;;277500;6762736
2674;3600710;Valkjärvi isoselkä;W;Vedenkorkeus;36.019;Jatkuva;17.7.1996;31.10.2017;Satakunta;5101;5064;;;;236614;6856472
2677;3504010;Killinkoski;W;Vedenkorkeus;35.422;Jatkuva;1.5.1992;18.1.2026;Pirkanmaa;35;0;;-13;;339264;6922187
2679;3503910;Inhanjoki;W;Vedenkorkeus;35.432;Jatkuva;1.1.1984;18.1.2026;Etelä-Pohjanmaa;64;30;0;;;353763;6935681
2680;3900100;Kivi- ja Levalammen tekojärvi;W;Vedenkorkeus;39.004;Jatkuva;4.10.1970;19.1.2026;Etelä-Pohjanmaa;54;;;0;;243996;6968520
2683;4200240;Pitkämön tekojärvi;W;Vedenkorkeus;42.041;Jatkuva;16.11.1970;18.1.2026;Etelä-Pohjanmaa;51;;;0;;264448;6947723
2684;4200270;Kauhajoen säänn.pato;W;Vedenkorkeus;42.091;Jatkuva;1.1.1972;18.1.2026;Etelä-Pohjanmaa;51;;;0;;262651;6948072
2686;4200280;Jalasjoen säänn.pato;W;Vedenkorkeus;42.042;Jatkuva;1.2.1972;18.1.2026;Etelä-Pohjanmaa;51;;;0;;267179;6947236
2688;4200431;Liikapuron tekojärvi;W;Vedenkorkeus;42.078;Jatkuva;30.12.1970;18.1.2026;Etelä-Pohjanmaa;50;;;0;;297393;6921320
2690;4200411;Kalajärven tekojärvi;W;Vedenkorkeus;42.073;Jatkuva;1.5.1957;18.1.2026;Etelä-Pohjanmaa;51;;;0;;299128;6941625
2691;4200410;Kyrkösjärven tekojärvi;W;Vedenkorkeus;42.071;Jatkuva;24.11.1980;18.1.2026;Etelä-Pohjanmaa;53;;;0;;286647;6966920
2693;4400400;Lapuanjoki, Liinamaa;W;Vedenkorkeus;44.022;Jatkuva;20.4.1955;19.1.2026;Etelä-Pohjanmaa;2040;;;2000;;290596;7009533
2696;4400140;Kätkänjärvi;W;Vedenkorkeus;44.073;Jatkuva;11.4.1958;19.1.2026;Etelä-Pohjanmaa;51;;;0;;337987;6973617
2699;4400112;Jääskänjärvi;W;Vedenkorkeus;44.097;Jatkuva;1.1.1965;18.1.2026;Etelä-Pohjanmaa;51;;;0;;308127;6948636
2701;4400113;Kuotesjärvi;W;Vedenkorkeus;44.095;Jatkuva;1.1.1966;18.1.2026;Etelä-Pohjanmaa;51;;;0;;314804;6950095
2703;4400114;Vähä-Allasjärvi;W;Vedenkorkeus;44.096;Jatkuva;1.1.1965;18.1.2026;Etelä-Pohjanmaa;51;;;0;;313924;6944338
2704;4400115;Iso-Allasjärvi;W;Vedenkorkeus;44.096;Jatkuva;1.1.1965;18.1.2026;Etelä-Pohjanmaa;51;;;0;;312435;6943298
2705;4400116;Kuorasjärvi;W;Vedenkorkeus;44.095;Jatkuva;1.1.1965;18.1.2026;Etelä-Pohjanmaa;52;;;0;;306007;6959142
2707;4400220;Varpulan tekojärvi;W;Vedenkorkeus;44.092;Jatkuva;13.1.1967;18.1.2026;Etelä-Pohjanmaa;54;;;0;;302402;6970460
2709;4400117;Saarijärvi;W;Vedenkorkeus;44.098;Jatkuva;11.4.1960;18.1.2026;Etelä-Pohjanmaa;51;;;0;;311110;6949525
2710;4400118;Saukkojärvi;W;Vedenkorkeus;44.095;Jatkuva;1.1.1965;18.1.2026;Etelä-Pohjanmaa;52;;;0;;309986;6952994
2711;3900200;Jurva;W;Vedenkorkeus;39.004;Jatkuva;7.9.2009;19.1.2026;Etelä-Pohjanmaa;54;;;0;;240924;6962610
2712;4200300;Ilmajoki, Nikkola;W;Vedenkorkeus;42.032;Jatkuva;20.3.1989;19.1.2026;Etelä-Pohjanmaa;53;12;;0;;274931;6966360
2713;4900370;Ullavanjärvi;W;Vedenkorkeus;49.054;Jatkuva;1.1.1960;8.12.2013;Keski-Pohjanmaa;54;;;0;;352858;7060531
2715;4900320;Vissavesi;W;Vedenkorkeus;49.067;Jatkuva;1.1.1976;19.1.2026;Keski-Pohjanmaa;54;;;0;;341412;7050445
2718;4900200;Venetjärvi;W;Vedenkorkeus;49.072;Jatkuva;1.1.1976;19.1.2026;Keski-Pohjanmaa;187;;;135;;360545;7047406
2720;4900100;Patanan tekoallas;W;Vedenkorkeus;49.092;Jatkuva;1.1.1976;18.1.2026;Keski-Pohjanmaa;51;;;0;;348770;7022856
2722;4900120;Yrttikosken säänn. Pato;W;Vedenkorkeus;49.082;Jatkuva;1.1.1990;19.1.2026;Keski-Pohjanmaa;50;;;0;;355467;7023816
2724;4900330;Emmesin järvi;W;Vedenkorkeus;49.051;Jatkuva;30.12.1996;17.1.2026;Pohjanmaa;56;;;0;;330807;7065419
2727;4900340;Isojärvi;W;Vedenkorkeus;49.022;Jatkuva;1.1.1987;18.1.2026;Pohjanmaa;56;14;;0;;328508;7062300
2728;4100800;Laihianjoki, Laihia, kk;W;Vedenkorkeus;41.003;Jatkuva;4.5.2012;18.1.2026;Pohjanmaa;43;0;;;;247273;6992542
2729;4400120;Karan silta;W;Vedenkorkeus;44.02;Jatkuva;5.9.2002;18.1.2026;Etelä-Pohjanmaa;55;;;0;;314886;6980453
2730;6500440;Kelukoski;W;Vedenkorkeus;65.821;Jatkuva;1.5.2002;18.1.2026;Lappi;30;;;0;;482724;7482233
2731;6500460;Lammasoja;W;Vedenkorkeus;65.821;Jatkuva;28.9.2001;17.1.2026;Lappi;29;;;0;;483102;7484775
2732;6500430;Matarakoski;W;Vedenkorkeus;65.821;Jatkuva;1.3.2000;18.1.2026;Lappi;29;;;0;;489232;7496647
2733;6500470;Kurkiaska, pato;W;Vedenkorkeus;65.814;Jatkuva;1.3.2000;18.1.2026;Lappi;31;;;0;;486927;7466146
2735;4400420;Lapuanjoki, Pouttu;W;Vedenkorkeus;44.023;Jatkuva;5.9.2002;18.1.2026;Etelä-Pohjanmaa;55;14;;0;;296037;6990938
2736;4900110;Patanan alakanava;W;Vedenkorkeus;49.092;Jatkuva;1.11.1978;18.1.2026;Keski-Pohjanmaa;51;;;0;;348761;7022850
