Paikka_Id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;layer;mkuntanro;Maakunta
1281;5900600;Hyrynjärvi - luusua;Q;Virtaama;59.431;Lopetettu;1.1.1911;31.12.1959;Virtaama Q lopetetut;18;Kainuu
1284;5900800;Iijärvi - luusua;Q;Virtaama;59.412;Lopetettu;1.1.1911;31.12.1947;Virtaama Q lopetetut;18;Kainuu
1285;5900900;Iijärvi - luusua;Q;Virtaama;59.412;Lopetettu;1.1.1948;31.12.1962;Virtaama Q lopetetut;18;Kainuu
1288;5901100;Kivesjärvi - luusua;Q;Virtaama;59.351;Lopetettu;1.1.1913;31.8.1954;Virtaama Q lopetetut;18;Kainuu
1295;5902000;Lammasjärvi - luusua;Q;Virtaama;59.912;Lopetettu;1.1.1901;31.12.1938;Virtaama Q lopetetut;18;Kainuu
1297;5902110;Kellojärvi - luusua;Q;Virtaama;59.942;Lopetettu;1.1.1939;31.3.1981;Virtaama Q lopetetut;18;Kainuu
1298;5902200;Ontojärvi - luusua;Q;Virtaama;59.911;Lopetettu;1.1.1912;31.12.1946;Virtaama Q lopetetut;18;Kainuu
1300;5902500;Nuasjärvi - luusua;Q;Virtaama;59.811;Lopetettu;01.01.1896;31.12.1933;Virtaama Q lopetetut;18;Kainuu
1302;5902600;Nuasjärvi - luusua;Q;Virtaama;59.811;Lopetettu;1.1.1910;31.12.1946;Virtaama Q lopetetut;18;Kainuu
1304;5902700;Nuasjärvi - luusua;Q;Virtaama;59.811;Lopetettu;01.01.1891;31.12.1912;Virtaama Q lopetetut;18;Kainuu
1306;5903500;Oulujärvi - luusua;Q;Virtaama;59.311;Lopetettu;01.01.1896;31.12.1949;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1309;5904000;Sotkajärvi, Pyhäkoski;Q;Virtaama;59.131;Lopetettu;1.1.1918;31.12.1948;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1311;5904051;Pälli;Q;Virtaama;59.131;Lopetettu;1.1.1956;31.12.1972;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1319;6100110;Puossunjärvi - luusua;Q;Virtaama;61.333;Lopetettu;4.8.1960;31.12.1994;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1320;6100120;Iso-Kero - luusua;Q;Virtaama;61.322;Lopetettu;1.1.1961;30.12.1964;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1321;6100210;Irnijärvi, pato;Q;Virtaama;61.321;Lopetettu;1.9.1959;31.7.1965;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1322;6100230;Jokijärvi - luusua;Q;Virtaama;61.312;Lopetettu;1.1.1961;31.12.1968;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1324;6100310;Kuoliojoki;Q;Virtaama;61.671;Lopetettu;1.1.1965;31.12.1969;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
899;0400510;Jongunjoki, Viitakoski;Q;Virtaama;04.432;Lopetettu;1.1.1965;31.12.1972;Virtaama Q lopetetut;12;Pohjois-Karjala
902;0400800;Lieksanjoki, Höpöttäjänvirta;Q;Virtaama;04.422;Lopetettu;1.1.1937;31.12.1960;Virtaama Q lopetetut;12;Pohjois-Karjala
904;0401100;Saramojoki, Roukkajankoski;Q;Virtaama;04.472;Lopetettu;12.8.1963;31.12.1973;Virtaama Q lopetetut;12;Pohjois-Karjala
906;0401300;Valtimonjoki, Kuokkastenkoski;Q;Virtaama;04.461;Lopetettu;1.7.1943;31.12.1960;Virtaama Q lopetetut;12;Pohjois-Karjala
911;0402400;Koitajoki, Lylykoski;Q;Virtaama;04.921;Lopetettu;1.1.1936;31.12.1958;Virtaama Q lopetetut;12;Pohjois-Karjala
912;0402410;Koitajoki, Lylykoski;Q;Virtaama;04.921;Lopetettu;1.1.1959;31.12.1976;Virtaama Q lopetetut;12;Pohjois-Karjala
913;0402420;Koitajoki, Lylykoski;Q;Virtaama;04.921;Lopetettu;1.1.1977;31.12.2009;Virtaama Q lopetetut;12;Pohjois-Karjala
914;0402700;Koitereenjoki, Hiiskoski;Q;Virtaama;04.941;Lopetettu;1.1.1911;31.12.1954;Virtaama Q lopetetut;12;Pohjois-Karjala
915;0402710;Koitereenjoki, Hiiskoski;Q;Virtaama;04.941;Lopetettu;1.1.1942;31.12.1954;Virtaama Q lopetetut;12;Pohjois-Karjala
916;0402800;Koitajoki, Siikakoski;Q;Virtaama;04.913;Lopetettu;1.1.1937;15.9.1955;Virtaama Q lopetetut;12;Pohjois-Karjala
918;0402900;Pielisjoki, Häihä;Q;Virtaama;04.342;Lopetettu;1.1.1901;31.12.1956;Virtaama Q lopetetut;12;Pohjois-Karjala
920;0403700;Pielisjoki, Jakokoski;Q;Virtaama;04.341;Lopetettu;1.1.1911;31.12.1970;Virtaama Q lopetetut;12;Pohjois-Karjala
922;0404810;Höytiäinen - luusua;Q;Virtaama;04.821;Lopetettu;1.1.1941;31.12.1957;Virtaama Q lopetetut;12;Pohjois-Karjala
928;0405300;Enonkoski;Q;Virtaama;04.291;Lopetettu;1.1.1980;31.12.1984;Virtaama Q lopetetut;10;Etelä-Savo
929;0405360;Enonkoski;Q;Virtaama;04.291;Lopetettu;1.1.1985;31.12.1995;Virtaama Q lopetetut;10;Etelä-Savo
930;0405440;Luupujoki;Q;Virtaama;04.572;Lopetettu;1.1.1975;31.12.1997;Virtaama Q lopetetut;11;Pohjois-Savo
932;0406000;Sonkajärvi - luusua;Q;Virtaama;04.583;Lopetettu;1.1.1966;31.12.1972;Virtaama Q lopetetut;11;Pohjois-Savo
934;0406200;Porovesi, Nerohvirta;Q;Virtaama;04.512;Lopetettu;1.1.1911;31.12.1951;Virtaama Q lopetetut;11;Pohjois-Savo
936;0406400;Onkivesi, Viannonkoski;Q;Virtaama;04.511;Lopetettu;01.01.1881;31.12.1951;Virtaama Q lopetetut;11;Pohjois-Savo
940;0406760;Laakajärvi, pato;Q;Virtaama;04.644;Lopetettu;1.10.1961;31.12.1982;Virtaama Q lopetetut;11;Pohjois-Savo
942;0406900;Korpijärvi - luusua;Q;Virtaama;04.642;Lopetettu;1.1.1917;31.12.1956;Virtaama Q lopetetut;11;Pohjois-Savo
945;0407200;Syväri, Lastukoski;Q;Virtaama;04.631;Lopetettu;1.1.1911;31.12.1958;Virtaama Q lopetetut;11;Pohjois-Savo
947;0407300;Ala-Luosta - luusua;Q;Virtaama;04.681;Lopetettu;1.1.1917;31.12.1991;Virtaama Q lopetetut;11;Pohjois-Savo
948;0407400;Keyritynjoki;Q;Virtaama;04.672;Lopetettu;1.1.1965;31.12.1987;Virtaama Q lopetetut;11;Pohjois-Savo
950;0407630;Vuotjärvi, Juankoski;Q;Virtaama;04.621;Lopetettu;1.1.1931;31.12.1960;Virtaama Q lopetetut;11;Pohjois-Savo
952;0407930;Räimänkoski;Q;Virtaama;04.289;Lopetettu;29.3.1982;11.1.2018;Virtaama Q lopetetut;11;Pohjois-Savo
953;0408000;Kallavesi, Konnus;Q;Virtaama;04.272;Lopetettu;1.1.1911;31.12.1930;Virtaama Q lopetetut;11;Pohjois-Savo
957;0408310;Kärenjärvi - luusua;Q;Virtaama;04.742;Lopetettu;26.5.1986;31.8.1993;Virtaama Q lopetetut;11;Pohjois-Savo
959;0408600;Juojärvi - luusua;Q;Virtaama;04.711;Lopetettu;1.1.1911;31.12.1930;Virtaama Q lopetetut;12;Pohjois-Karjala
960;0408610;Juojärvi - luusua;Q;Virtaama;04.711;Lopetettu;1.1.1931;31.12.1960;Virtaama Q lopetetut;12;Pohjois-Karjala
965;0409600;Osmajärvi - luusua;Q;Virtaama;04.262;Lopetettu;1.1.1964;31.12.1993;Virtaama Q lopetetut;11;Pohjois-Savo
966;0409900;Sysmäjärvi - luusua;Q;Virtaama;04.252;Lopetettu;1.10.1946;31.12.1956;Virtaama Q lopetetut;11;Pohjois-Savo
971;0410420;Rautjärvi, Siikakoski;Q;Virtaama;04.162;Lopetettu;1.1.1976;31.12.1992;Virtaama Q lopetetut;10;Etelä-Savo
973;0411200;Vuoksi, Imatra;Q;Virtaama;04.111;Lopetettu;01.01.1847;31.12.1900;Virtaama Q lopetetut;9;Etelä-Karjala
975;0411750;Vuoksi, Imatra;Q;Virtaama;04.191;Lopetettu;01.01.1898;31.12.1963;Virtaama Q lopetetut;9;Etelä-Karjala
978;1400400;Kolima - luusua;Q;Virtaama;14.472;Lopetettu;1.1.1921;31.12.1950;Virtaama Q lopetetut;13;Keski-Suomi
979;1400500;Kolima - luusua;Q;Virtaama;14.472;Lopetettu;1.1.1937;31.12.1951;Virtaama Q lopetetut;13;Keski-Suomi
981;1400710;Heitjärvi - luusua;Q;Virtaama;14.446;Lopetettu;1.1.1964;31.12.1999;Virtaama Q lopetetut;13;Keski-Suomi
990;1401800;Saarijärvi - luusua;Q;Virtaama;14.614;Lopetettu;1.1.1910;31.12.1961;Virtaama Q lopetetut;13;Keski-Suomi
2969;2300230;Pusulanjoki, Hyvelän silta;Q;Virtaama;23.061;Lopetettu;;;Virtaama Q lopetetut;1;Uusimaa
2987;2200100;Enäjärvi, Hulttilanjoki;Q;Virtaama;22.004;Lopetettu;1.1.2002;23.12.2025;Virtaama Q lopetetut;1;Uusimaa
3004;8102900;Mankinjoki, kehä III:n silta;Q;Virtaama;81.057;Lopetettu;8.5.1995;6.8.2014;Virtaama Q lopetetut;1;Uusimaa
1325;6100320;Kuoliojoki;Q;Virtaama;61.671;Lopetettu;1.1.1970;31.12.1990;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1327;6100400;Koitijärvi - luusua;Q;Virtaama;61.612;Lopetettu;1.1.1961;31.12.1991;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1329;6100614;Näljänkäjärvi - luusua;Q;Virtaama;61.771;Lopetettu;1.1.1978;31.12.1994;Virtaama Q lopetetut;18;Kainuu
1333;6100900;Kurenalus;Q;Virtaama;61.211;Lopetettu;1.1.1956;31.8.1976;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1334;6100910;Kurenalus;Q;Virtaama;61.211;Lopetettu;1.1.1977;31.12.1985;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1335;6101200;Livojoki, Hanhikoski;Q;Virtaama;61.513;Lopetettu;1.1.1960;31.12.1965;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1337;6101400;Kipinä;Q;Virtaama;61.131;Lopetettu;1.1.1956;31.12.1995;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1343;6101900;Merikoski;Q;Virtaama;61.111;Lopetettu;1.1.1911;31.12.1971;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1345;6300200;Kuivaniemi;Q;Virtaama;63.011;Lopetettu;1.1.1911;18.1.1980;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
1348;6400400;Simo;Q;Virtaama;64.012;Lopetettu;1.1.1911;31.12.1955;Virtaama Q lopetetut;19;Lappi
1350;6500240;Angeljoki;Q;Virtaama;65.929;Lopetettu;1.1.1977;31.12.1983;Virtaama Q lopetetut;19;Lappi
1361;6502000;Kemijärvi - luusua;Q;Virtaama;65.311;Lopetettu;1.1.1921;31.12.1959;Virtaama Q lopetetut;19;Lappi
1362;6502010;Kemijärvi, Kulmunki;Q;Virtaama;65.311;Lopetettu;1.1.1941;31.12.1957;Virtaama Q lopetetut;19;Lappi
1363;6502011;Kemijärvi - luusua;Q;Virtaama;65.311;Lopetettu;1.5.1946;31.12.1959;Virtaama Q lopetetut;19;Lappi
1367;6502200;Koskenkylä;Q;Virtaama;65.212;Lopetettu;1.1.1921;31.12.1941;Virtaama Q lopetetut;19;Lappi
1369;6502350;Kaihua;Q;Virtaama;65.241;Lopetettu;1.1.1960;31.12.1995;Virtaama Q lopetetut;19;Lappi
1371;6502500;Olkkajärvi - luusua;Q;Virtaama;65.711;Lopetettu;1.1.1950;31.12.1960;Virtaama Q lopetetut;19;Lappi
1375;6503300;Ounasjoki, Kaukonen;Q;Virtaama;65.541;Lopetettu;13.5.1954;31.12.1991;Virtaama Q lopetetut;19;Lappi
1378;6503700;Ounasjoki, Marraskoski;Q;Virtaama;65.521;Lopetettu;1.1.1919;31.12.1970;Virtaama Q lopetetut;19;Lappi
1380;6503800;Ounaskoski;Q;Virtaama;65.211;Lopetettu;1.1.1948;31.12.1960;Virtaama Q lopetetut;19;Lappi
1381;6503900;Ounaskoski;Q;Virtaama;65.211;Lopetettu;1.1.1921;31.12.1947;Virtaama Q lopetetut;19;Lappi
1384;6504080;Narkauskoski;Q;Virtaama;65.121;Lopetettu;1.1.1941;31.12.1957;Virtaama Q lopetetut;19;Lappi
1385;6504250;Taivalkoski;Q;Virtaama;65.112;Lopetettu;1.5.1911;31.12.1971;Virtaama Q lopetetut;19;Lappi
1395;6701100;Ylläsjoki;Q;Virtaama;67.371;Lopetettu;24.9.1960;31.5.1972;Virtaama Q lopetetut;19;Lappi
1402;6701910;Portimojärvi - luusua;Q;Virtaama;67.912;Lopetettu;1.1.1954;31.12.1958;Virtaama Q lopetetut;19;Lappi
1404;6702000;Portimojärvi - luusua;Q;Virtaama;67.912;Lopetettu;1.1.1959;31.12.1986;Virtaama Q lopetetut;19;Lappi
1405;6702010;Tengeliönjoki, Törmäniva;Q;Virtaama;67.921;Lopetettu;1.1.1961;31.12.1965;Virtaama Q lopetetut;19;Lappi
1408;6702203;Liakanjoki;Q;Virtaama;67.111;Lopetettu;1.1.1911;31.12.1993;Virtaama Q lopetetut;19;Lappi
1416;7100950;Kirakkaköngäs;Q;Virtaama;71.61;Lopetettu;1.1.1956;31.7.1991;Virtaama Q lopetetut;19;Lappi
1418;7101300;Ivalojoki, Toloskoski;Q;Virtaama;71.413;Lopetettu;1.1.1971;31.12.1980;Virtaama Q lopetetut;19;Lappi
1420;7101600;Inari - luusua;Q;Virtaama;71.111;Lopetettu;1.1.1921;28.2.1941;Virtaama Q lopetetut;19;Lappi
1422;7101900;Teproköngäs;Q;Virtaama;71.111;Lopetettu;17.5.1943;31.12.1950;Virtaama Q lopetetut;19;Lappi
1424;7200100;Yli-Nuortti;Q;Virtaama;72.044;Lopetettu;1.1.1988;31.12.1991;Virtaama Q lopetetut;19;Lappi
1429;7400200;Muojärvi - luusua;Q;Virtaama;74.021;Lopetettu;1.1.1962;31.12.1996;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
3155;1405010;Suolivesi;Q;Virtaama;14.524;Lopetettu;19.5.2004;26.10.2010;Virtaama Q lopetetut;13;Keski-Suomi
3157;1404740;Luonetjärvi;Q;Virtaama;14.295;Lopetettu;;;Virtaama Q lopetetut;13;Keski-Suomi
3204;3510111;Kokemäenjoki, pahakoski, paalu 780;Q;Virtaama;35.122;Lopetettu;;;Virtaama Q lopetetut;4;Satakunta
3211;5400310;Piipsjärvi;Q;Virtaama;54.071;Lopetettu;19.2.1986;28.12.1999;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
3308;2105400;Tuusulanjoki, Myllykylä;Q;Virtaama;21.081;Lopetettu;5.4.2005;20.8.2012;Virtaama Q lopetetut;1;Uusimaa
3421;1404750;Puuppola;Q;Virtaama;14.295;Lopetettu;19.5.2008;26.10.2010;Virtaama Q lopetetut;13;Keski-Suomi
3466;1406600;Kalkkisten kanava;Q;Virtaama;14.141;Lopetettu;1.3.1964;31.12.2001;Virtaama Q lopetetut;7;Päijät-Häme
3472;5700800;Pöyryn konevirtaama;Q;Virtaama;57.012;Lopetettu;;;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
3473;5400170;Kalliokoski, konevirtaama;Q;Virtaama;54.043;Lopetettu;;;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
3521;3508350;Pinsiönjoki;Q;Virtaama;35.517;Lopetettu;15.1.1987;15.9.1988;Virtaama Q lopetetut;6;Pirkanmaa
3560;6800500;Karigasniemi;Q;Virtaama;68.031;Lopetettu;1.1.1961;5.2.1975;Virtaama Q lopetetut;19;Lappi
3571;1410390;Pernoonkoski+Hirvikoski;Q;Virtaama;14.111;Lopetettu;1.1.1900;31.12.1955;Virtaama Q lopetetut;8;Kymenlaakso
3576;6000400;Haukipudas;Q;Virtaama;60.011;Lopetettu;22.10.1911;31.12.1976;Virtaama Q lopetetut;17;Pohjois-Pohjanmaa
3590;4200610;Kyrönjoki, Hanhikoski, vanha asema;Q;Virtaama;42.023;Lopetettu;1.1.1912;31.12.1918;Virtaama Q lopetetut;14;Etelä-Pohjanmaa
3814;2701400;Paimion Vähäjoki;Q;Virtaama;27.014;Lopetettu;24.1.2020;13.10.2025;Virtaama Q lopetetut;2;Varsinais-Suomi
3829;2403600;Enäjärvi, luusua;Q;Virtaama;24.033;Määräaikainen;7.8.2018;28.6.2025;Virtaama Q määräaikaiset;1;Uusimaa
3009;2000110;Byabäcken (Sipoonjoki);Q;Virtaama;20.004;Satunnainen;8.1.1996;19.4.2021;Virtaama Q satunnaiset;1;Uusimaa
1089;2100946;Sandbacka;Q;Virtaama;21.045;Satunnainen;1.1.1971;30.9.2024;Virtaama Q satunnaiset;1;Uusimaa
1088;2100920;Valkjärvi - luusua;Q;Virtaama;21.054;Satunnainen;1.1.1961;30.9.2024;Virtaama Q satunnaiset;1;Uusimaa
3214;5700163;Vähä-lamujärvi pato;Q;Virtaama;57.063;Satunnainen;5.1.1990;31.12.2011;Virtaama Q satunnaiset;17;Pohjois-Pohjanmaa
3543;5904400;Sanginjoki;Q;Virtaama;59.141;Satunnainen;2.6.2008;23.12.2025;Virtaama Q satunnaiset;17;Pohjois-Pohjanmaa
3378;8400800;Haapajärven tekojärven juoksutus;Q;Virtaama;84.088;Satunnainen;1.1.1992;3.6.2008;Virtaama Q satunnaiset;17;Pohjois-Pohjanmaa
